Serial Number:,PSY1E10T
APP Serial #:,030003E2
Head Serial #:,1884
App Ver:,R1-6-2
COM Ver:,R2-5-0
Instrument Name:,PSY1E10T_1884 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,0,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
23/07/2021,20:00:01,16.48,-3.37,0.00,0.00,0.17,-3.49,-0.54,-0.47,4.19,37.20 ,present ,12.72 ,140.10 ,
23/07/2021,20:10:01,16.28,-3.32,0.00,0.00,0.17,-3.49,-0.49,-0.46,4.19,37.00 ,present ,12.71 ,138.89 ,
23/07/2021,20:20:01,16.11,-3.80,0.00,0.00,0.17,-3.49,-0.58,-0.53,4.19,36.90 ,present ,12.72 ,139.50 ,
23/07/2021,20:30:01,15.88,-3.96,0.00,0.00,0.17,-3.49,-0.60,-0.55,4.19,36.59 ,present ,12.71 ,138.60 ,
23/07/2021,20:40:01,15.68,-4.09,0.00,0.00,0.17,-3.49,-0.55,-0.57,4.19,36.30 ,present ,12.72 ,139.50 ,
23/07/2021,20:50:01,15.50,-4.12,0.00,0.00,0.17,-3.49,-0.40,-0.57,4.19,36.40 ,present ,12.71 ,138.60 ,
23/07/2021,21:00:01,15.37,-3.57,0.00,0.00,0.17,-3.49,-0.35,-0.50,4.19,36.20 ,present ,12.72 ,139.50 ,
23/07/2021,21:10:00,15.21,-3.97,0.00,0.00,0.17,-3.49,-0.48,-0.55,4.19,36.30 ,present ,12.72 ,139.80 ,
23/07/2021,21:20:00,15.04,-3.51,0.00,0.00,0.17,-3.49,-0.44,-0.49,4.19,36.09 ,present ,12.71 ,138.60 ,
23/07/2021,21:30:00,14.85,-3.49,0.00,0.00,0.17,-3.49,-0.48,-0.49,4.19,35.80 ,present ,12.72 ,139.50 ,
23/07/2021,21:40:00,14.68,-3.63,0.00,0.00,0.17,-3.49,-0.59,-0.51,4.19,35.50 ,present ,12.72 ,139.50 ,
23/07/2021,21:50:00,14.53,-3.18,0.00,0.00,0.17,-3.49,-0.47,-0.44,4.19,35.40 ,present ,12.71 ,138.89 ,
23/07/2021,22:00:00,14.36,-2.98,0.00,0.00,0.17,-3.49,-0.35,-0.41,4.19,35.50 ,present ,12.72 ,139.50 ,
23/07/2021,22:10:00,14.24,-2.67,0.00,0.00,0.17,-3.49,-0.64,-0.37,4.19,35.20 ,present ,12.72 ,140.10 ,
23/07/2021,22:20:00,14.12,-3.17,0.00,0.00,0.17,-3.49,-0.44,-0.44,4.19,35.20 ,present ,12.71 ,138.60 ,
23/07/2021,22:30:00,14.06,-3.00,0.00,0.00,0.17,-3.49,-0.44,-0.42,4.19,35.09 ,present ,12.71 ,138.30 ,
23/07/2021,22:40:00,13.99,-2.71,0.00,0.00,0.17,-3.49,-0.30,-0.38,4.19,35.20 ,present ,12.72 ,140.10 ,
23/07/2021,22:50:00,13.93,-2.58,0.00,0.00,0.17,-3.49,-0.34,-0.36,4.19,35.30 ,present ,12.72 ,139.20 ,
23/07/2021,23:00:00,13.85,-2.79,0.00,0.00,0.17,-3.49,-0.37,-0.39,4.19,35.20 ,present ,12.71 ,138.30 ,
23/07/2021,23:10:00,13.82,-2.67,0.00,0.00,0.17,-3.49,-0.39,-0.37,4.19,35.09 ,present ,12.72 ,139.50 ,
23/07/2021,23:20:00,13.80,-2.85,0.00,0.00,0.17,-3.49,-0.29,-0.40,4.19,35.20 ,present ,12.71 ,138.89 ,
23/07/2021,23:30:00,13.79,-2.77,0.00,0.00,0.17,-3.49,-0.43,-0.39,4.19,35.20 ,present ,12.71 ,138.89 ,
23/07/2021,23:40:00,13.77,-2.84,0.00,0.00,0.17,-3.49,-0.43,-0.40,4.19,35.30 ,present ,12.72 ,139.20 ,
23/07/2021,23:50:00,13.74,-1.67,0.00,0.00,0.17,-3.49,-0.49,-0.23,4.19,35.30 ,present ,12.72 ,139.80 ,
24/07/2021,00:00:00,13.71,-2.08,0.00,0.00,0.17,-3.49,-0.29,-0.29,4.19,35.09 ,present ,12.71 ,138.89 ,
24/07/2021,00:10:01,13.69,-1.82,0.00,0.00,0.17,-3.49,-0.37,-0.25,4.19,35.00 ,present ,12.71 ,138.60 ,
24/07/2021,00:20:01,13.66,-2.11,0.00,0.00,0.17,-3.49,-0.43,-0.29,4.19,35.20 ,present ,12.72 ,139.20 ,
24/07/2021,00:30:01,13.62,-1.98,0.00,0.00,0.17,-3.49,-0.32,-0.28,4.19,35.00 ,present ,12.71 ,138.89 ,
24/07/2021,00:40:01,13.63,-2.00,0.00,0.00,0.17,-3.49,-0.31,-0.28,4.19,35.09 ,present ,12.71 ,138.60 ,
24/07/2021,00:50:01,13.57,-1.94,0.00,0.00,0.17,-3.49,-0.39,-0.27,4.19,35.00 ,present ,12.72 ,139.50 ,
24/07/2021,01:00:01,13.52,-1.86,0.00,0.00,0.17,-3.49,-0.43,-0.26,4.19,34.90 ,present ,12.71 ,138.89 ,
24/07/2021,01:10:01,13.53,-2.17,0.00,0.00,0.17,-3.49,-0.32,-0.30,4.19,35.00 ,present ,12.71 ,138.30 ,
24/07/2021,01:20:01,13.48,-2.21,0.00,0.00,0.17,-3.49,-0.32,-0.31,4.19,34.90 ,present ,12.71 ,138.30 ,
24/07/2021,01:30:01,13.43,-1.98,0.00,0.00,0.17,-3.49,-0.42,-0.28,4.19,34.80 ,present ,12.72 ,139.50 ,
24/07/2021,01:40:01,13.42,-2.51,0.00,0.00,0.17,-3.49,-0.23,-0.35,4.19,34.59 ,present ,12.72 ,139.20 ,
24/07/2021,01:50:01,13.40,-2.35,0.00,0.00,0.17,-3.49,-0.47,-0.33,4.19,34.59 ,present ,12.71 ,138.30 ,
24/07/2021,02:00:01,13.34,-2.79,0.00,0.00,0.17,-3.49,-0.46,-0.39,4.19,34.59 ,present ,12.72 ,139.20 ,
24/07/2021,02:10:01,13.32,-2.41,0.00,0.00,0.17,-3.49,-0.23,-0.34,4.19,34.50 ,present ,12.71 ,138.60 ,
24/07/2021,02:20:01,13.32,-2.42,0.00,0.00,0.17,-3.49,-0.29,-0.34,4.19,34.80 ,present ,12.71 ,138.30 ,
24/07/2021,02:30:01,13.33,-2.25,0.00,0.00,0.17,-3.49,-0.26,-0.31,4.19,34.59 ,present ,12.72 ,139.80 ,
24/07/2021,02:40:01,13.30,-1.37,0.00,0.00,0.17,-3.49,-0.34,-0.19,4.19,34.30 ,present ,12.72 ,139.80 ,
24/07/2021,02:50:01,13.25,-1.79,0.00,0.00,0.17,-3.49,-0.31,-0.25,4.19,34.40 ,present ,12.71 ,138.60 ,
24/07/2021,03:00:01,13.20,-1.83,0.00,0.00,0.17,-3.49,-0.26,-0.26,4.19,34.40 ,present ,12.72 ,140.10 ,
24/07/2021,03:10:01,13.22,-1.87,0.00,0.00,0.17,-3.49,-0.30,-0.26,4.19,34.40 ,present ,12.72 ,139.20 ,
24/07/2021,03:20:01,13.21,-1.69,0.00,0.00,0.17,-3.49,-0.41,-0.23,4.19,34.50 ,present ,12.71 ,138.60 ,
24/07/2021,03:30:00,13.18,-1.42,0.00,0.00,0.17,-3.49,-0.32,-0.20,4.19,34.30 ,present ,12.71 ,138.30 ,
24/07/2021,03:40:00,13.18,-1.70,0.00,0.00,0.17,-3.49,-0.37,-0.24,4.19,34.30 ,present ,12.72 ,139.50 ,
24/07/2021,03:50:01,13.16,-1.90,0.00,0.00,0.17,-3.49,-0.24,-0.26,4.19,34.20 ,present ,12.72 ,139.50 ,
24/07/2021,04:00:00,13.16,-1.95,0.00,0.00,0.17,-3.49,-0.38,-0.27,4.19,34.30 ,present ,12.71 ,138.60 ,
24/07/2021,04:10:00,13.17,-1.66,0.00,0.00,0.17,-3.49,-0.32,-0.23,4.19,34.40 ,present ,12.72 ,139.80 ,
24/07/2021,04:20:00,13.18,-1.63,0.00,0.00,0.17,-3.49,-0.15,-0.23,4.19,34.50 ,present ,12.72 ,139.20 ,
24/07/2021,04:30:00,13.23,-1.75,0.00,0.00,0.17,-3.49,-0.32,-0.24,4.19,34.40 ,present ,12.71 ,138.60 ,
24/07/2021,04:40:00,13.22,-1.89,0.00,0.00,0.17,-3.49,-0.35,-0.26,4.19,34.40 ,present ,12.71 ,138.30 ,
24/07/2021,04:50:00,13.22,-1.82,0.12,-0.26,0.17,-3.49,-0.39,-0.25,4.19,34.40 ,present ,12.72 ,139.80 ,
24/07/2021,05:00:00,13.20,-1.71,0.00,0.00,0.17,-3.49,-0.34,-0.24,4.19,34.30 ,present ,12.72 ,139.20 ,
24/07/2021,05:10:00,13.24,-2.01,0.00,0.00,0.17,-3.49,-0.26,-0.28,4.19,34.30 ,present ,12.71 ,138.60 ,
24/07/2021,05:20:00,13.22,-1.72,0.00,0.00,0.17,-3.49,-0.27,-0.24,4.19,34.30 ,present ,12.71 ,138.30 ,
24/07/2021,05:30:00,13.21,-1.35,0.00,0.00,0.17,-3.49,-0.40,-0.19,4.19,34.20 ,present ,12.71 ,138.89 ,
24/07/2021,05:40:00,13.19,-1.49,0.00,0.00,0.17,-3.49,-0.23,-0.21,4.19,34.20 ,present ,12.72 ,139.50 ,
24/07/2021,05:50:00,13.20,-1.33,0.00,0.00,0.17,-3.49,-0.34,-0.18,4.19,34.20 ,present ,12.71 ,138.30 ,
24/07/2021,06:00:00,13.20,-1.19,0.00,0.00,0.17,-3.49,-0.41,-0.16,4.19,34.30 ,present ,12.72 ,139.20 ,
24/07/2021,06:10:00,13.24,-1.14,0.00,0.00,0.17,-3.49,-0.47,-0.16,4.19,34.30 ,present ,12.72 ,139.80 ,
24/07/2021,06:20:00,13.26,-1.40,0.00,0.00,0.17,-3.49,-0.43,-0.19,4.19,34.20 ,present ,12.71 ,138.89 ,
24/07/2021,06:30:01,13.26,-1.16,0.00,0.00,0.17,-3.49,-0.40,-0.16,4.19,34.30 ,present ,12.72 ,139.50 ,
24/07/2021,06:40:01,13.25,-1.26,0.00,0.00,0.17,-3.49,-0.27,-0.17,4.19,34.09 ,present ,12.72 ,139.80 ,
24/07/2021,06:50:01,13.27,-1.20,0.00,0.00,0.17,-3.49,-0.33,-0.17,4.19,34.20 ,present ,12.71 ,138.60 ,
24/07/2021,07:00:01,13.32,-1.13,0.00,0.00,0.17,-3.49,-0.24,-0.16,4.19,34.20 ,present ,12.71 ,138.60 ,
24/07/2021,07:10:01,13.37,-0.99,0.00,0.00,0.17,-3.49,-0.32,-0.14,4.19,34.30 ,present ,12.72 ,139.80 ,
24/07/2021,07:20:01,13.44,-1.03,0.00,0.00,0.17,-3.49,-0.33,-0.14,4.19,34.40 ,present ,12.72 ,139.50 ,
24/07/2021,07:30:01,13.49,-1.18,0.00,0.00,0.17,-3.49,-0.08,-0.16,4.19,34.50 ,present ,12.71 ,138.30 ,
24/07/2021,07:40:01,13.56,-1.30,0.00,0.00,0.17,-3.49,-0.20,-0.18,4.19,34.40 ,present ,12.72 ,140.10 ,
24/07/2021,07:50:01,13.60,-1.06,0.00,0.00,0.17,-3.49,-0.36,-0.15,4.19,34.40 ,present ,12.72 ,139.50 ,
24/07/2021,08:00:01,13.64,-1.16,0.00,0.00,0.17,-3.49,-0.29,-0.16,4.19,34.40 ,present ,12.71 ,138.60 ,
24/07/2021,08:10:01,13.71,-1.06,0.00,0.00,0.17,-3.49,-0.28,-0.15,4.19,34.50 ,present ,12.72 ,139.50 ,
24/07/2021,08:20:01,13.76,-1.20,0.00,0.00,0.17,-3.49,-0.21,-0.16,4.19,34.59 ,present ,12.72 ,139.20 ,
24/07/2021,08:30:01,13.82,-0.94,0.00,0.00,0.17,-3.49,-0.35,-0.13,4.19,34.80 ,present ,12.71 ,138.89 ,
24/07/2021,08:40:01,13.89,-1.01,0.00,0.00,0.17,-3.49,-0.34,-0.14,4.19,34.80 ,present ,12.71 ,138.89 ,
24/07/2021,08:50:01,13.92,-1.05,0.00,0.00,0.17,-3.49,-0.25,-0.14,4.19,34.80 ,present ,12.71 ,138.60 ,
24/07/2021,09:00:01,13.95,-1.19,0.14,-0.18,0.17,-3.49,-0.30,-0.16,4.19,34.90 ,present ,12.72 ,139.50 ,
24/07/2021,09:10:01,14.00,-0.99,0.00,0.00,0.17,-3.49,-0.36,-0.14,4.19,34.80 ,present ,12.71 ,138.30 ,
24/07/2021,09:20:01,14.03,-1.13,0.00,0.00,0.17,-3.49,-0.30,-0.16,4.19,35.00 ,present ,12.72 ,139.20 ,
24/07/2021,09:30:01,14.13,-0.88,0.00,0.00,0.17,-3.49,-0.41,-0.12,4.19,35.00 ,present ,12.72 ,139.80 ,
24/07/2021,09:40:01,14.19,-0.94,0.00,0.00,0.17,-3.49,-0.16,-0.13,4.19,35.20 ,present ,12.71 ,138.89 ,
24/07/2021,09:50:01,14.32,-0.78,0.00,0.00,0.17,-3.49,-0.28,-0.11,4.19,35.50 ,present ,12.72 ,139.80 ,
24/07/2021,10:00:00,14.44,-0.86,0.00,0.00,0.17,-3.49,-0.24,-0.12,4.19,35.70 ,present ,12.72 ,139.20 ,
24/07/2021,10:10:00,14.55,-0.96,0.00,0.00,0.17,-3.49,-0.27,-0.13,4.19,35.90 ,present ,12.72 ,140.10 ,
24/07/2021,10:20:00,14.73,-0.86,0.00,0.00,0.17,-3.49,-0.08,-0.12,4.19,35.90 ,present ,12.72 ,140.10 ,
24/07/2021,10:30:00,14.81,-0.80,0.00,0.00,0.17,-3.49,-0.24,-0.11,4.19,36.40 ,present ,12.72 ,140.10 ,
24/07/2021,10:40:00,15.12,-0.77,0.00,0.00,0.17,-3.49,-0.20,-0.10,4.19,37.70 ,present ,12.71 ,138.89 ,
24/07/2021,10:50:00,15.53,-0.98,0.00,0.00,0.17,-3.49,-0.28,-0.13,4.19,39.40 ,present ,12.73 ,140.39 ,
24/07/2021,11:00:00,16.21,-0.94,0.00,0.00,0.17,-3.49,-0.23,-0.13,4.19,40.90 ,present ,12.73 ,140.39 ,
24/07/2021,11:10:00,17.08,-0.89,0.00,0.00,0.17,-3.49,-0.11,-0.12,4.19,42.40 ,present ,12.72 ,139.80 ,
24/07/2021,11:20:00,17.92,-1.83,0.00,0.00,0.17,-3.49,-0.24,-0.25,4.19,42.70 ,present ,12.72 ,139.80 ,
24/07/2021,11:30:01,18.48,-2.09,0.00,0.00,0.17,-3.49,-0.24,-0.28,4.19,42.80 ,present ,12.72 ,140.10 ,
24/07/2021,11:40:00,18.81,-2.44,0.00,0.00,0.17,-3.49,-0.40,-0.33,4.19,42.50 ,present ,12.72 ,139.80 ,
24/07/2021,11:50:00,19.16,-2.07,0.00,0.00,0.17,-3.49,-0.30,-0.28,4.19,42.30 ,present ,12.72 ,139.80 ,
24/07/2021,12:00:00,19.47,-1.08,0.00,0.00,0.17,-3.49,0.07,-0.14,4.19,42.30 ,present ,12.72 ,139.80 ,
24/07/2021,12:10:00,19.68,-0.42,0.00,0.00,0.17,-3.49,0.51,-0.05,4.19,42.40 ,present ,12.72 ,139.80 ,
24/07/2021,12:20:00,19.75,-0.36,0.00,0.00,0.17,-3.49,0.41,-0.05,4.19,42.50 ,present ,12.72 ,139.20 ,
24/07/2021,12:30:00,19.71,-0.63,0.00,0.00,0.17,-3.49,0.35,-0.08,4.19,42.20 ,present ,12.73 ,140.39 ,
24/07/2021,12:40:00,19.79,-0.72,0.00,0.00,0.17,-3.49,0.38,-0.09,4.19,42.20 ,present ,12.73 ,140.70 ,
24/07/2021,12:50:00,19.87,-0.82,0.00,0.00,0.17,-3.49,0.10,-0.11,4.19,42.10 ,present ,12.72 ,139.50 ,
24/07/2021,13:00:01,20.06,-0.93,0.00,0.00,0.17,-3.49,0.05,-0.12,4.19,42.10 ,present ,12.72 ,140.10 ,
24/07/2021,13:10:01,20.04,-1.26,0.00,0.00,0.17,-3.49,0.13,-0.17,4.19,41.80 ,present ,12.72 ,139.50 ,
24/07/2021,13:20:01,19.97,-1.89,0.00,0.00,0.17,-3.49,0.05,-0.26,4.19,42.20 ,present ,12.72 ,139.50 ,
24/07/2021,13:30:01,19.96,-1.60,0.00,0.00,0.17,-3.49,0.00,-0.22,4.19,42.40 ,present ,12.72 ,139.80 ,
24/07/2021,13:40:01,20.04,-2.21,0.00,0.00,0.17,-3.49,-0.11,-0.30,4.19,42.80 ,present ,12.73 ,140.39 ,
24/07/2021,13:50:01,20.19,-2.54,0.00,0.00,0.17,-3.49,-0.09,-0.34,4.19,43.20 ,present ,12.72 ,139.20 ,
24/07/2021,14:00:00,20.19,-2.64,0.00,0.00,0.17,-3.49,-0.29,-0.36,4.19,43.70 ,present ,12.72 ,139.80 ,
24/07/2021,14:10:01,20.07,-2.41,0.00,0.00,0.17,-3.49,-0.26,-0.33,4.19,44.80 ,present ,12.72 ,140.10 ,
24/07/2021,14:20:01,20.06,-2.20,0.00,0.00,0.17,-3.49,-0.37,-0.30,4.19,45.80 ,present ,12.72 ,139.80 ,
24/07/2021,14:30:01,20.27,-2.15,0.00,0.00,0.17,-3.49,-0.40,-0.29,4.19,46.40 ,present ,12.72 ,139.80 ,
24/07/2021,14:40:00,20.61,-2.74,0.00,0.00,0.17,-3.49,-0.64,-0.37,4.19,46.30 ,present ,12.73 ,140.70 ,
24/07/2021,14:50:01,20.94,-2.72,0.00,0.00,0.17,-3.49,-0.44,-0.37,4.19,45.80 ,present ,12.72 ,140.10 ,
24/07/2021,15:00:01,21.19,-2.86,0.00,0.00,0.17,-3.49,-0.22,-0.39,4.19,45.30 ,present ,12.72 ,140.10 ,
24/07/2021,15:10:01,21.31,-2.79,0.00,0.00,0.17,-3.49,-0.35,-0.38,4.19,44.90 ,present ,12.73 ,140.39 ,
24/07/2021,15:20:00,21.38,-2.86,0.00,0.00,0.17,-3.49,-0.34,-0.39,4.19,45.10 ,present ,12.72 ,139.80 ,
24/07/2021,15:30:00,21.31,-2.83,0.00,0.00,0.17,-3.49,-0.16,-0.38,4.19,45.60 ,present ,12.73 ,140.70 ,
24/07/2021,15:40:00,21.16,-1.35,0.00,0.00,0.17,-3.49,0.22,-0.18,4.19,46.40 ,present ,12.73 ,140.39 ,
24/07/2021,15:50:00,21.14,-1.32,0.19,-0.19,0.17,-3.49,0.06,-0.18,4.19,47.00 ,present ,12.72 ,140.10 ,
24/07/2021,16:00:00,21.29,-1.67,0.00,0.00,0.17,-3.49,-0.05,-0.22,4.19,46.70 ,present ,12.72 ,139.80 ,
24/07/2021,16:10:00,21.28,-2.10,0.18,-0.29,0.17,-3.49,-0.09,-0.28,4.19,45.50 ,present ,12.72 ,140.10 ,
24/07/2021,16:20:00,21.28,-1.73,0.00,0.00,0.17,-3.49,0.20,-0.23,4.19,44.30 ,present ,12.72 ,140.10 ,
24/07/2021,16:30:01,21.22,-1.93,0.00,0.00,0.17,-3.49,0.16,-0.26,4.19,43.30 ,present ,12.72 ,139.80 ,
24/07/2021,16:40:01,21.11,-2.09,0.00,0.00,0.17,-3.49,0.24,-0.28,4.19,42.70 ,present ,12.72 ,139.80 ,
24/07/2021,16:50:00,20.99,-2.58,0.00,0.00,0.17,-3.49,-0.17,-0.35,4.19,42.00 ,present ,12.72 ,139.80 ,
24/07/2021,17:00:00,21.00,-3.40,0.00,0.00,0.17,-3.49,-0.53,-0.46,4.19,41.60 ,present ,12.72 ,139.50 ,
24/07/2021,17:10:00,20.95,-2.81,0.00,0.00,0.17,-3.49,-0.51,-0.38,4.19,41.40 ,present ,12.72 ,139.50 ,
24/07/2021,17:20:01,20.79,-2.64,0.00,0.00,0.17,-3.49,-0.35,-0.36,4.19,40.90 ,present ,12.73 ,140.70 ,
24/07/2021,17:30:00,20.57,-2.52,0.00,0.00,0.17,-3.49,-0.26,-0.34,4.19,40.59 ,present ,12.72 ,139.80 ,
24/07/2021,17:40:00,20.27,-2.82,0.00,0.00,0.17,-3.49,-0.23,-0.38,4.19,40.20 ,present ,12.72 ,139.20 ,
24/07/2021,17:50:01,20.06,-2.67,0.00,0.00,0.17,-3.49,-0.41,-0.36,4.19,40.09 ,present ,12.72 ,140.10 ,
24/07/2021,18:00:00,19.80,-2.44,0.00,0.00,0.17,-3.49,-0.35,-0.33,4.19,39.90 ,present ,12.73 ,140.70 ,
24/07/2021,18:10:00,19.60,-3.07,0.00,0.00,0.17,-3.49,-0.24,-0.42,4.19,39.59 ,present ,12.72 ,139.20 ,
24/07/2021,18:20:00,19.37,-2.54,0.00,0.00,0.17,-3.49,-0.39,-0.35,4.19,39.50 ,present ,12.72 ,139.20 ,
24/07/2021,18:30:00,19.18,-2.59,0.00,0.00,0.17,-3.49,-0.32,-0.35,4.19,39.20 ,present ,12.72 ,139.50 ,
24/07/2021,18:40:00,18.96,-2.74,0.00,0.00,0.17,-3.49,-0.38,-0.37,4.19,38.80 ,present ,12.72 ,139.50 ,
24/07/2021,18:50:00,18.73,-3.09,0.00,0.00,0.17,-3.49,-0.48,-0.42,4.19,38.50 ,present ,12.72 ,139.50 ,
24/07/2021,19:00:00,18.48,-2.90,0.00,0.00,0.17,-3.49,-0.59,-0.40,4.19,38.40 ,present ,12.73 ,140.39 ,
24/07/2021,19:10:00,18.26,-2.83,0.00,0.00,0.17,-3.49,-0.59,-0.39,4.19,38.00 ,present ,12.72 ,139.20 ,
24/07/2021,19:20:00,18.04,-3.25,0.00,0.00,0.17,-3.49,-0.37,-0.45,4.19,37.70 ,present ,12.71 ,138.60 ,
24/07/2021,19:30:01,17.80,-3.19,0.00,0.00,0.17,-3.49,-0.59,-0.44,4.19,37.59 ,present ,12.72 ,139.50 ,
24/07/2021,19:40:01,17.60,-2.89,0.00,0.00,0.17,-3.49,-0.57,-0.40,4.19,37.30 ,present ,12.72 ,140.10 ,
24/07/2021,19:50:01,17.39,-2.70,0.00,0.00,0.17,-3.49,-0.60,-0.37,4.19,37.50 ,present ,12.71 ,138.89 ,
24/07/2021,20:00:01,17.18,-2.62,0.00,0.00,0.17,-3.49,-0.47,-0.36,4.19,37.30 ,present ,12.72 ,139.20 ,
24/07/2021,20:10:00,16.99,-2.61,0.00,0.00,0.17,-3.49,-0.48,-0.36,4.19,37.00 ,present ,12.72 ,139.20 ,
24/07/2021,20:20:00,16.79,-2.81,0.00,0.00,0.17,-3.49,-0.47,-0.39,4.19,37.00 ,present ,12.72 ,139.20 ,
24/07/2021,20:30:00,16.57,-2.58,0.00,0.00,0.17,-3.49,-0.42,-0.36,4.19,36.70 ,present ,12.71 ,138.60 ,
24/07/2021,20:40:00,16.45,-2.50,0.00,0.00,0.17,-3.49,-0.47,-0.34,4.19,36.50 ,present ,12.72 ,139.80 ,
24/07/2021,20:50:01,16.29,-2.39,0.00,0.00,0.17,-3.49,-0.40,-0.33,4.19,36.59 ,present ,12.72 ,139.50 ,
24/07/2021,21:00:01,16.15,-2.22,0.00,0.00,0.17,-3.49,-0.43,-0.31,4.19,36.59 ,present ,12.71 ,138.30 ,
24/07/2021,21:10:01,16.01,-2.44,0.00,0.00,0.17,-3.49,-0.44,-0.34,4.19,36.50 ,present ,12.72 ,139.20 ,
24/07/2021,21:20:01,15.80,-2.38,0.00,0.00,0.17,-3.49,-0.62,-0.33,4.19,36.40 ,present ,12.72 ,139.20 ,
24/07/2021,21:30:00,15.62,-2.25,0.00,0.00,0.17,-3.49,-0.49,-0.31,4.19,36.09 ,present ,12.71 ,138.89 ,
24/07/2021,21:40:01,15.46,-2.25,0.00,0.00,0.17,-3.49,-0.40,-0.31,4.19,35.80 ,present ,12.72 ,139.20 ,
24/07/2021,21:50:01,15.34,-2.07,0.00,0.00,0.17,-3.49,-0.35,-0.29,4.19,35.90 ,present ,12.72 ,139.50 ,
24/07/2021,22:00:00,15.24,-1.92,0.00,0.00,0.17,-3.49,-0.36,-0.26,4.19,35.80 ,present ,12.72 ,139.80 ,
24/07/2021,22:10:00,15.12,-2.06,0.00,0.00,0.17,-3.49,-0.52,-0.28,4.19,35.80 ,present ,12.71 ,138.60 ,
24/07/2021,22:20:01,15.04,-2.06,0.00,0.00,0.17,-3.49,-0.43,-0.28,4.19,35.70 ,present ,12.71 ,138.60 ,
24/07/2021,22:30:00,14.94,-2.18,0.00,0.00,0.17,-3.49,-0.50,-0.30,4.19,35.80 ,present ,12.72 ,139.20 ,
24/07/2021,22:40:00,14.85,-2.34,0.00,0.00,0.17,-3.49,-0.41,-0.32,4.19,35.70 ,present ,12.72 ,139.20 ,
24/07/2021,22:50:00,14.77,-2.07,0.00,0.00,0.17,-3.49,-0.36,-0.29,4.19,35.70 ,present ,12.71 ,138.30 ,
24/07/2021,23:00:00,14.78,-2.14,0.00,0.00,0.17,-3.49,-0.31,-0.30,4.19,35.80 ,present ,12.72 ,139.80 ,
24/07/2021,23:10:00,14.70,-2.11,0.00,0.00,0.17,-3.49,-0.29,-0.29,4.19,35.50 ,present ,12.72 ,139.20 ,
24/07/2021,23:20:00,14.67,-2.14,0.00,0.00,0.17,-3.49,-0.34,-0.30,4.19,35.59 ,present ,12.71 ,138.30 ,
24/07/2021,23:30:01,14.58,-1.90,0.00,0.00,0.17,-3.49,-0.52,-0.26,4.19,35.80 ,present ,12.72 ,139.20 ,
24/07/2021,23:40:01,14.56,-2.00,0.00,0.00,0.17,-3.49,-0.18,-0.28,4.19,35.70 ,present ,12.72 ,140.10 ,
24/07/2021,23:50:00,14.54,-1.88,0.00,0.00,0.17,-3.49,-0.43,-0.26,4.19,35.50 ,present ,12.71 ,138.60 ,
25/07/2021,00:00:00,14.51,-1.99,0.00,0.00,0.17,-3.49,-0.28,-0.28,4.19,35.59 ,present ,12.72 ,139.20 ,
25/07/2021,00:10:01,14.51,-1.76,0.00,0.00,0.17,-3.49,-0.30,-0.24,4.19,35.50 ,present ,12.72 ,140.10 ,
25/07/2021,00:20:00,14.47,-1.64,0.00,0.00,0.17,-3.49,-0.43,-0.23,4.19,35.40 ,present ,12.72 ,139.20 ,
25/07/2021,00:30:01,14.42,-1.63,0.00,0.00,0.17,-3.49,-0.29,-0.23,4.19,35.40 ,present ,12.71 ,138.60 ,
25/07/2021,00:40:00,14.42,-1.50,0.00,0.00,0.17,-3.49,-0.41,-0.21,4.19,35.40 ,present ,12.72 ,139.80 ,
25/07/2021,00:50:00,14.39,-1.74,0.00,0.00,0.17,-3.49,-0.25,-0.24,4.19,35.40 ,present ,12.71 ,138.60 ,
25/07/2021,01:00:00,14.31,-1.95,0.00,0.00,0.17,-3.49,-0.29,-0.27,4.19,35.20 ,present ,12.71 ,138.30 ,
25/07/2021,01:10:01,14.23,-1.72,0.00,0.00,0.17,-3.49,-0.43,-0.24,4.19,35.09 ,present ,12.71 ,138.30 ,
25/07/2021,01:20:00,14.15,-1.68,0.00,0.00,0.17,-3.49,-0.50,-0.23,4.19,34.90 ,present ,12.72 ,139.20 ,
25/07/2021,01:30:00,14.09,-1.89,0.00,0.00,0.17,-3.49,-0.36,-0.26,4.19,34.90 ,present ,12.71 ,138.60 ,
25/07/2021,01:40:00,14.01,-2.00,0.00,0.00,0.17,-3.49,-0.47,-0.28,4.19,34.80 ,present ,12.72 ,139.20 ,
25/07/2021,01:50:00,13.95,-1.91,0.00,0.00,0.17,-3.49,-0.42,-0.27,4.19,34.80 ,present ,12.72 ,139.80 ,
25/07/2021,02:00:01,13.92,-1.64,0.00,0.00,0.17,-3.49,-0.37,-0.23,4.19,34.90 ,present ,12.71 ,138.30 ,
25/07/2021,02:10:01,13.90,-1.63,0.00,0.00,0.17,-3.49,-0.23,-0.23,4.19,34.90 ,present ,12.72 ,139.50 ,
