Serial Number:,PSY1G502
APP Serial #:,0300085A
Head Serial #:,2670
App Ver:,R1-7-8
COM Ver:,R2-5-3
Instrument Name:,Jimi PSY 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,60,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
23/10/2020,14:14:55,21.27,-0.365,17.215,-4.82,1.00,-3.80,-0.495,-0.04,8.333,4.19,29.70 ,present ,11.18 ,64.50 ,
23/10/2020,15:35:49,21.59,-0.187,8.778,-2.30,1.00,-3.80,-0.660,-0.02,8.323,4.19,29.10 ,present ,11.10 ,63.90 ,
23/10/2020,16:55:58,21.11,-0.222,7.065,-1.84,1.00,-3.80,-0.560,-0.03,8.337,4.19,29.70 ,present ,11.10 ,64.19 ,
23/10/2020,18:02:17,21.27,-0.227,5.330,-1.32,1.00,-3.80,-0.581,-0.03,8.333,4.19,29.70 ,present ,10.96 ,63.90 ,
23/10/2020,18:58:20,21.11,-0.195,3.824,-0.88,1.00,-3.80,-0.468,-0.02,8.337,4.19,29.80 ,present ,11.24 ,63.60 ,
23/10/2020,19:53:33,21.21,-0.250,2.289,-0.44,1.00,-3.80,-0.658,-0.03,8.333,4.19,29.90 ,present ,11.21 ,63.90 ,
23/06/2021,12:31:25,22.28,-0.223,2.261,-0.48,0.61,-3.99,-0.569,-0.03,8.297,4.17,22.10 ,present ,USB ,USB ,
23/06/2021,14:30:19,21.98,-0.132,3.755,-0.88,0.61,-3.99,-0.533,-0.01,8.308,4.17,22.20 ,present ,USB ,USB ,
23/06/2021,16:05:54,22.17,-0.192,5.590,-1.38,0.61,-3.99,-0.444,-0.02,8.301,4.17,22.20 ,present ,USB ,USB ,
23/06/2021,16:31:51,21.95,-0.114,5.551,-1.37,0.61,-3.99,-0.475,-0.01,8.308,4.17,22.30 ,present ,USB ,USB ,
23/06/2021,18:00:21,22.22,-0.181,7.191,-1.82,0.61,-3.99,-0.446,-0.02,8.297,4.16,22.30 ,present ,USB ,USB ,
23/06/2021,19:32:59,22.41,-0.281,8.895,-2.28,0.61,-3.99,-0.521,-0.03,8.290,4.16,22.10 ,present ,USB ,USB ,
23/06/2021,21:05:38,22.32,-0.210,17.403,-4.57,0.61,-3.99,-0.548,-0.02,8.294,4.15,21.90 ,present ,USB ,USB ,
13/07/2021,09:30:00,13.83,-0.420,1.256,-0.43,0.31,-3.99,-0.723,-0.05,8.608,3.74,21.30 ,present ,USB ,USB ,
13/07/2021,10:00:00,14.13,0.072,1.385,-0.40,0.31,-3.99,-0.520,0.01,8.597,3.74,21.70 ,not present ,0.00 ,0.00 ,
13/07/2021,10:10:00,14.31,0.163,1.499,-0.42,0.31,-3.99,-0.279,0.02,8.589,3.74,21.80 ,not present ,0.00 ,0.00 ,
13/07/2021,10:20:00,14.40,0.438,1.708,-0.46,0.31,-3.99,-0.165,0.06,8.585,3.75,22.50 ,not present ,0.00 ,0.00 ,
13/07/2021,10:30:00,14.52,0.541,1.808,-0.47,0.31,-3.99,-0.162,0.07,8.582,3.75,22.80 ,not present ,0.00 ,0.00 ,
13/07/2021,10:40:00,14.56,0.477,1.828,-0.49,0.31,-3.99,-0.085,0.06,8.582,3.76,23.20 ,not present ,0.00 ,0.00 ,
13/07/2021,10:50:00,14.63,0.673,1.953,-0.50,0.31,-3.99,-0.012,0.09,8.578,3.76,23.60 ,not present ,0.00 ,0.00 ,
13/07/2021,11:00:00,14.68,0.662,2.036,-0.53,0.31,-3.99,0.010,0.09,8.578,3.76,23.40 ,not present ,0.00 ,0.00 ,
13/07/2021,11:10:00,14.73,0.854,2.159,-0.55,0.31,-3.99,0.021,0.12,8.574,3.77,24.20 ,not present ,0.00 ,0.00 ,
13/07/2021,11:20:00,14.83,1.009,2.323,-0.58,0.31,-3.99,0.208,0.14,8.570,3.77,24.00 ,not present ,0.00 ,0.00 ,
13/07/2021,11:30:00,14.90,0.985,2.426,-0.61,0.31,-3.99,0.265,0.13,8.566,3.77,24.40 ,not present ,0.00 ,0.00 ,
13/07/2021,11:40:00,14.95,1.042,2.514,-0.64,0.31,-3.99,0.307,0.14,8.566,3.78,24.00 ,not present ,0.00 ,0.00 ,
13/07/2021,11:50:00,15.04,0.884,2.676,-0.71,0.31,-3.99,0.328,0.12,8.563,3.78,24.10 ,not present ,0.00 ,0.00 ,
13/07/2021,12:00:00,15.19,0.951,2.886,-0.77,0.31,-3.99,0.629,0.13,8.559,3.78,24.80 ,not present ,0.00 ,0.00 ,
13/07/2021,12:10:00,15.33,1.022,2.937,-0.77,0.31,-3.99,0.471,0.14,8.551,3.78,25.00 ,not present ,0.00 ,0.00 ,
13/07/2021,12:20:00,15.47,0.913,2.967,-0.79,0.31,-3.99,0.307,0.12,8.548,3.78,25.50 ,not present ,0.00 ,0.00 ,
13/07/2021,12:30:00,15.59,0.739,3.075,-0.85,0.31,-3.99,0.422,0.10,8.544,3.78,25.70 ,not present ,0.00 ,0.00 ,
13/07/2021,12:40:00,15.72,0.868,3.116,-0.84,0.31,-3.99,0.392,0.12,8.536,3.80,27.50 ,present ,USB ,USB ,
13/07/2021,12:50:00,15.77,0.861,3.214,-0.87,0.31,-3.99,0.354,0.12,8.536,3.79,26.00 ,not present ,0.00 ,0.00 ,
13/07/2021,13:00:00,15.88,0.885,3.331,-0.90,0.31,-3.99,0.444,0.12,8.533,3.79,25.90 ,not present ,0.00 ,0.00 ,
13/07/2021,13:10:00,16.01,1.145,3.687,-0.98,0.31,-3.99,0.745,0.16,8.525,3.79,26.40 ,not present ,0.00 ,0.00 ,
13/07/2021,13:20:00,16.25,1.115,3.695,-0.97,0.31,-3.99,0.599,0.15,8.518,3.79,26.80 ,not present ,0.00 ,0.00 ,
13/07/2021,13:30:00,16.42,1.219,3.805,-0.99,0.31,-3.99,0.706,0.17,8.510,3.79,27.10 ,not present ,0.00 ,0.00 ,
13/07/2021,13:40:00,16.63,1.180,3.958,-1.03,0.31,-3.99,0.827,0.16,8.503,3.79,27.50 ,not present ,0.00 ,0.00 ,
13/07/2021,13:50:00,16.81,1.314,4.035,-1.03,0.31,-3.99,0.932,0.18,8.495,3.79,28.10 ,not present ,0.00 ,0.00 ,
13/07/2021,14:00:00,17.05,1.095,4.009,-1.04,0.31,-3.99,0.740,0.15,8.488,3.79,28.60 ,not present ,0.00 ,0.00 ,
13/07/2021,14:10:00,17.17,0.951,3.823,-1.00,0.31,-3.99,0.464,0.13,8.484,3.79,28.90 ,not present ,0.00 ,0.00 ,
13/07/2021,14:20:00,17.25,0.950,3.717,-0.96,0.31,-3.99,0.256,0.13,8.480,3.79,28.70 ,not present ,0.00 ,0.00 ,
13/07/2021,14:30:00,17.31,0.941,3.798,-0.99,0.31,-3.99,0.518,0.13,8.476,3.79,28.80 ,not present ,0.00 ,0.00 ,
13/07/2021,14:40:00,17.34,0.931,3.789,-0.99,0.31,-3.99,0.510,0.12,8.476,3.79,29.00 ,not present ,0.00 ,0.00 ,
13/07/2021,14:50:00,17.40,0.698,3.717,-0.99,0.31,-3.99,0.432,0.09,8.473,3.79,29.70 ,not present ,0.00 ,0.00 ,
13/07/2021,15:00:00,17.49,0.771,3.729,-0.98,0.31,-3.99,0.304,0.10,8.473,3.79,30.60 ,not present ,0.00 ,0.00 ,
13/07/2021,15:10:00,17.45,0.831,3.790,-0.99,0.31,-3.99,0.419,0.11,8.473,3.79,31.40 ,not present ,0.00 ,0.00 ,
13/07/2021,15:20:00,17.85,0.975,3.828,-0.97,0.31,-3.99,0.312,0.13,8.458,3.80,32.80 ,not present ,0.00 ,0.00 ,
13/07/2021,15:30:00,18.03,0.929,3.875,-0.98,0.31,-3.99,0.337,0.12,8.451,3.80,32.30 ,not present ,0.00 ,0.00 ,
13/07/2021,15:40:00,18.30,1.043,4.008,-1.00,0.31,-3.99,0.554,0.14,8.439,3.80,32.20 ,not present ,0.00 ,0.00 ,
13/07/2021,15:50:00,18.44,0.886,3.867,-0.97,0.31,-3.99,0.263,0.12,8.436,3.80,31.60 ,not present ,0.00 ,0.00 ,
13/07/2021,16:00:00,18.54,0.866,3.869,-0.97,0.31,-3.99,0.206,0.11,8.432,3.80,30.70 ,not present ,0.00 ,0.00 ,
13/07/2021,16:10:00,18.82,1.193,4.285,-1.04,0.31,-3.99,0.733,0.16,8.421,3.80,29.90 ,not present ,0.00 ,0.00 ,
13/07/2021,16:20:00,18.85,0.813,3.854,-0.96,0.31,-3.99,0.221,0.11,8.421,3.81,29.40 ,not present ,0.00 ,0.00 ,
13/07/2021,16:30:00,18.77,0.294,3.467,-0.92,0.31,-3.99,-0.216,0.04,8.425,3.81,29.00 ,not present ,0.00 ,0.00 ,
13/07/2021,16:40:00,18.68,0.169,3.301,-0.89,0.31,-3.99,-0.416,0.02,8.428,3.81,28.60 ,not present ,0.00 ,0.00 ,
13/07/2021,16:50:00,18.56,0.001,3.136,-0.87,0.31,-3.99,-0.471,0.00,8.432,3.81,28.20 ,not present ,0.00 ,0.00 ,
13/07/2021,17:00:00,18.46,0.016,3.075,-0.85,0.31,-3.99,-0.596,0.00,8.436,3.81,27.80 ,not present ,0.00 ,0.00 ,
13/07/2021,17:10:00,18.36,-0.031,2.966,-0.83,0.31,-3.99,-0.703,0.00,8.439,3.82,27.20 ,not present ,0.00 ,0.00 ,
13/07/2021,17:20:00,18.24,-0.009,2.952,-0.82,0.31,-3.99,-0.688,0.00,8.443,3.82,27.00 ,not present ,0.00 ,0.00 ,
13/07/2021,17:30:00,18.18,-0.035,2.921,-0.82,0.31,-3.99,-0.738,0.00,8.447,3.82,27.10 ,not present ,0.00 ,0.00 ,
13/07/2021,17:40:00,18.08,-0.127,2.868,-0.82,0.31,-3.99,-0.709,-0.01,8.451,3.82,26.70 ,not present ,0.00 ,0.00 ,
13/07/2021,17:50:00,17.94,-0.144,2.823,-0.81,0.31,-3.99,-0.658,-0.02,8.454,3.83,26.40 ,not present ,0.00 ,0.00 ,
13/07/2021,18:00:00,17.88,-0.075,2.795,-0.80,0.31,-3.99,-0.727,-0.01,8.458,3.83,26.50 ,not present ,0.00 ,0.00 ,
13/07/2021,18:10:00,17.75,-0.145,2.717,-0.78,0.31,-3.99,-0.871,-0.02,8.462,3.83,26.40 ,not present ,0.00 ,0.00 ,
13/07/2021,18:20:00,17.67,-0.156,2.721,-0.79,0.31,-3.99,-0.811,-0.02,8.465,3.84,26.10 ,not present ,0.00 ,0.00 ,
13/07/2021,18:30:00,17.57,-0.238,2.643,-0.78,0.31,-3.99,-0.838,-0.03,8.469,3.84,25.90 ,not present ,0.00 ,0.00 ,
13/07/2021,18:40:00,17.43,-0.229,2.557,-0.75,0.31,-3.99,-0.917,-0.03,8.473,3.84,25.70 ,not present ,0.00 ,0.00 ,
13/07/2021,18:50:00,17.29,-0.228,2.508,-0.74,0.31,-3.99,-0.933,-0.03,8.480,3.84,25.40 ,not present ,0.00 ,0.00 ,
13/07/2021,19:00:00,17.15,-0.288,2.462,-0.74,0.31,-3.99,-0.894,-0.04,8.484,3.85,25.10 ,not present ,0.00 ,0.00 ,
13/07/2021,19:10:00,17.03,-0.056,2.472,-0.71,0.31,-3.99,-0.802,0.00,8.488,3.85,24.80 ,not present ,0.00 ,0.00 ,
13/07/2021,19:20:00,16.92,0.037,2.503,-0.71,0.31,-3.99,-0.718,0.00,8.491,3.86,24.80 ,not present ,0.00 ,0.00 ,
13/07/2021,19:30:00,16.87,-0.003,2.511,-0.72,0.31,-3.99,-0.797,0.00,8.495,3.86,24.70 ,not present ,0.00 ,0.00 ,
13/07/2021,19:40:00,16.76,-0.175,2.450,-0.73,0.31,-3.99,-0.823,-0.02,8.499,3.86,24.40 ,not present ,0.00 ,0.00 ,
13/07/2021,19:50:00,16.65,-0.076,2.364,-0.69,0.31,-3.99,-0.743,-0.01,8.503,3.87,24.00 ,not present ,0.00 ,0.00 ,
13/07/2021,20:00:00,16.53,-0.114,2.318,-0.69,0.31,-3.99,-0.863,-0.01,8.506,3.87,24.30 ,not present ,0.00 ,0.00 ,
13/07/2021,20:10:00,16.44,-0.043,2.310,-0.68,0.31,-3.99,-0.790,0.00,8.510,3.87,24.10 ,not present ,0.00 ,0.00 ,
13/07/2021,20:20:00,16.33,-0.043,2.271,-0.67,0.31,-3.99,-0.758,0.00,8.514,3.88,24.00 ,not present ,0.00 ,0.00 ,
13/07/2021,20:30:00,16.23,-0.109,2.278,-0.68,0.31,-3.99,-0.770,-0.01,8.518,3.88,24.00 ,not present ,0.00 ,0.00 ,
13/07/2021,20:40:00,16.14,-0.052,2.280,-0.68,0.31,-3.99,-0.862,0.00,8.521,3.89,23.60 ,not present ,0.00 ,0.00 ,
13/07/2021,20:50:00,16.05,0.032,2.243,-0.65,0.31,-3.99,-0.807,0.00,8.525,3.89,23.70 ,not present ,0.00 ,0.00 ,
13/07/2021,21:00:00,15.93,-0.012,2.214,-0.65,0.31,-3.99,-0.664,0.00,8.529,3.90,23.30 ,not present ,0.00 ,0.00 ,
13/07/2021,21:10:00,15.84,0.042,2.227,-0.65,0.31,-3.99,-0.745,0.00,8.533,3.90,23.30 ,not present ,0.00 ,0.00 ,
13/07/2021,21:20:00,15.77,0.156,2.263,-0.65,0.31,-3.99,-0.627,0.02,8.536,3.90,23.10 ,not present ,0.00 ,0.00 ,
13/07/2021,21:30:00,15.72,0.127,2.289,-0.67,0.31,-3.99,-0.711,0.01,8.536,3.91,23.30 ,not present ,0.00 ,0.00 ,
13/07/2021,21:40:00,15.65,0.119,2.264,-0.66,0.31,-3.99,-0.601,0.01,8.540,3.91,23.00 ,not present ,0.00 ,0.00 ,
13/07/2021,21:50:00,15.59,0.179,2.225,-0.64,0.31,-3.99,-0.734,0.02,8.544,3.91,22.90 ,not present ,0.00 ,0.00 ,
13/07/2021,22:00:00,15.51,0.100,2.198,-0.64,0.31,-3.99,-0.700,0.01,8.544,3.92,22.80 ,not present ,0.00 ,0.00 ,
13/07/2021,22:10:00,15.47,0.082,2.236,-0.66,0.31,-3.99,-0.681,0.01,8.548,3.92,23.40 ,not present ,0.00 ,0.00 ,
13/07/2021,22:20:00,15.41,0.156,2.212,-0.64,0.31,-3.99,-0.642,0.02,8.548,3.93,23.10 ,not present ,0.00 ,0.00 ,
13/07/2021,22:30:00,15.34,0.129,2.200,-0.65,0.31,-3.99,-0.646,0.01,8.551,3.93,23.40 ,not present ,0.00 ,0.00 ,
13/07/2021,22:40:00,15.30,0.163,2.195,-0.64,0.31,-3.99,-0.578,0.02,8.551,3.93,23.20 ,not present ,0.00 ,0.00 ,
13/07/2021,22:50:00,15.25,0.255,2.200,-0.63,0.31,-3.99,-0.633,0.03,8.555,3.94,22.80 ,not present ,0.00 ,0.00 ,
13/07/2021,23:00:00,15.20,0.240,2.198,-0.63,0.31,-3.99,-0.624,0.03,8.555,3.94,23.10 ,not present ,0.00 ,0.00 ,
13/07/2021,23:10:00,15.16,0.171,2.232,-0.66,0.31,-3.99,-0.377,0.02,8.559,3.94,22.80 ,not present ,0.00 ,0.00 ,
13/07/2021,23:20:00,15.13,0.281,2.233,-0.64,0.31,-3.99,-0.441,0.03,8.559,3.95,22.50 ,not present ,0.00 ,0.00 ,
13/07/2021,23:30:00,15.12,0.214,2.216,-0.64,0.31,-3.99,-0.571,0.03,8.559,3.95,22.80 ,not present ,0.00 ,0.00 ,
13/07/2021,23:40:00,15.09,0.191,2.204,-0.64,0.31,-3.99,-0.525,0.02,8.563,3.95,23.00 ,not present ,0.00 ,0.00 ,
13/07/2021,23:50:00,15.05,0.262,2.227,-0.64,0.31,-3.99,-0.540,0.03,8.563,3.96,23.00 ,not present ,0.00 ,0.00 ,
14/07/2021,00:00:00,15.02,0.306,2.208,-0.63,0.31,-3.99,-0.496,0.04,8.563,3.96,22.70 ,not present ,0.00 ,0.00 ,
14/07/2021,00:10:00,15.00,0.245,2.202,-0.64,0.31,-3.99,-0.371,0.03,8.563,3.96,22.80 ,not present ,0.00 ,0.00 ,
14/07/2021,00:20:00,14.97,0.173,2.169,-0.64,0.31,-3.99,-0.576,0.02,8.566,3.97,22.40 ,not present ,0.00 ,0.00 ,
14/07/2021,00:30:00,14.94,0.221,2.148,-0.63,0.31,-3.99,-0.452,0.03,8.566,3.97,22.60 ,not present ,0.00 ,0.00 ,
14/07/2021,00:40:00,14.92,0.184,2.188,-0.64,0.31,-3.99,-0.444,0.02,8.566,3.97,22.80 ,not present ,0.00 ,0.00 ,
14/07/2021,00:50:00,14.90,0.220,2.148,-0.63,0.31,-3.99,-0.606,0.03,8.566,3.97,22.70 ,not present ,0.00 ,0.00 ,
14/07/2021,01:00:00,14.86,0.259,2.175,-0.63,0.31,-3.99,-0.442,0.03,8.570,3.98,22.70 ,not present ,0.00 ,0.00 ,
14/07/2021,01:10:00,14.83,0.204,2.132,-0.63,0.31,-3.99,-0.513,0.02,8.570,3.98,22.70 ,not present ,0.00 ,0.00 ,
14/07/2021,01:20:00,14.79,0.273,2.124,-0.61,0.31,-3.99,-0.539,0.03,8.574,3.98,22.50 ,not present ,0.00 ,0.00 ,
14/07/2021,01:30:00,14.77,0.205,2.139,-0.63,0.31,-3.99,-0.400,0.02,8.574,3.99,22.50 ,not present ,0.00 ,0.00 ,
14/07/2021,01:40:00,14.77,0.232,2.188,-0.64,0.31,-3.99,-0.450,0.03,8.574,3.99,21.80 ,not present ,0.00 ,0.00 ,
14/07/2021,01:50:00,14.71,0.267,2.129,-0.62,0.31,-3.99,-0.399,0.03,8.574,4.00,21.30 ,not present ,0.00 ,0.00 ,
14/07/2021,02:00:00,14.67,0.332,2.136,-0.61,0.31,-3.99,-0.403,0.04,8.578,4.00,20.90 ,not present ,0.00 ,0.00 ,
14/07/2021,02:10:00,14.63,0.220,2.152,-0.64,0.31,-3.99,-0.375,0.03,8.578,4.01,20.70 ,not present ,0.00 ,0.00 ,
14/07/2021,02:20:00,14.61,0.130,2.142,-0.64,0.31,-3.99,-0.412,0.01,8.578,4.02,20.50 ,not present ,0.00 ,0.00 ,
14/07/2021,02:30:00,14.57,0.298,2.104,-0.61,0.31,-3.99,-0.434,0.04,8.582,4.03,20.40 ,not present ,0.00 ,0.00 ,
14/07/2021,02:40:00,14.56,0.197,2.100,-0.62,0.31,-3.99,-0.434,0.02,8.582,4.04,20.29 ,not present ,0.00 ,0.00 ,
14/07/2021,02:50:00,14.54,0.291,2.114,-0.61,0.31,-3.99,-0.348,0.04,8.582,4.05,20.20 ,not present ,0.00 ,0.00 ,
14/07/2021,03:00:00,14.51,0.239,2.106,-0.62,0.31,-3.99,-0.439,0.03,8.582,4.06,20.20 ,not present ,0.00 ,0.00 ,
14/07/2021,03:10:00,14.50,0.197,2.106,-0.63,0.31,-3.99,-0.330,0.02,8.582,4.08,20.29 ,not present ,0.00 ,0.00 ,
14/07/2021,03:20:00,14.50,0.293,2.097,-0.61,0.31,-3.99,-0.353,0.04,8.582,4.08,20.20 ,not present ,0.00 ,0.00 ,
14/07/2021,03:30:00,14.49,0.222,2.097,-0.62,0.31,-3.99,-0.356,0.03,8.585,4.09,20.00 ,not present ,0.00 ,0.00 ,
14/07/2021,03:40:00,14.46,0.241,2.081,-0.61,0.31,-3.99,-0.326,0.03,8.585,4.09,20.10 ,not present ,0.00 ,0.00 ,
14/07/2021,03:50:00,14.45,0.347,2.116,-0.61,0.31,-3.99,-0.386,0.04,8.585,4.09,20.00 ,not present ,0.00 ,0.00 ,
14/07/2021,04:00:00,14.46,0.261,2.088,-0.61,0.31,-3.99,-0.401,0.03,8.585,4.09,20.20 ,not present ,0.00 ,0.00 ,
14/07/2021,04:10:00,14.44,0.251,2.075,-0.61,0.31,-3.99,-0.334,0.03,8.585,4.10,20.10 ,not present ,0.00 ,0.00 ,
14/07/2021,04:20:00,14.43,0.221,2.093,-0.62,0.31,-3.99,-0.313,0.03,8.585,4.11,20.20 ,not present ,0.00 ,0.00 ,
14/07/2021,04:30:00,14.45,0.275,2.132,-0.63,0.31,-3.99,-0.357,0.03,8.585,4.11,20.20 ,not present ,0.00 ,0.00 ,
14/07/2021,04:40:00,14.45,0.289,2.077,-0.60,0.31,-3.99,-0.305,0.04,8.585,4.12,20.10 ,not present ,0.00 ,0.00 ,
14/07/2021,04:50:00,14.44,0.260,2.054,-0.60,0.31,-3.99,-0.228,0.03,8.585,4.12,20.10 ,not present ,0.00 ,0.00 ,
14/07/2021,05:00:00,14.45,0.196,2.072,-0.62,0.31,-3.99,-0.297,0.02,8.585,4.13,20.10 ,not present ,0.00 ,0.00 ,
14/07/2021,05:10:00,14.44,0.300,2.068,-0.60,0.31,-3.99,-0.342,0.04,8.585,4.13,20.10 ,not present ,0.00 ,0.00 ,
14/07/2021,05:20:00,14.45,0.325,2.105,-0.61,0.31,-3.99,-0.421,0.04,8.585,4.14,20.10 ,not present ,0.00 ,0.00 ,
14/07/2021,05:30:00,14.45,0.341,2.077,-0.60,0.31,-3.99,-0.242,0.04,8.585,4.15,20.20 ,not present ,0.00 ,0.00 ,
14/07/2021,05:40:00,14.44,0.229,2.078,-0.61,0.31,-3.99,-0.400,0.03,8.585,4.15,20.10 ,not present ,0.00 ,0.00 ,
14/07/2021,05:50:00,14.44,0.363,2.063,-0.59,0.31,-3.99,-0.267,0.05,8.585,4.16,20.10 ,not present ,0.00 ,0.00 ,
14/07/2021,06:00:00,14.46,0.342,2.116,-0.61,0.31,-3.99,-0.158,0.04,8.585,4.17,19.90 ,not present ,0.00 ,0.00 ,
14/07/2021,06:10:00,14.48,0.245,2.113,-0.62,0.31,-3.99,-0.303,0.03,8.585,4.17,20.00 ,not present ,0.00 ,0.00 ,
14/07/2021,06:20:00,14.50,0.364,2.095,-0.60,0.31,-3.99,-0.144,0.05,8.582,4.18,20.20 ,not present ,0.00 ,0.00 ,
14/07/2021,06:30:00,14.48,0.304,2.106,-0.61,0.31,-3.99,-0.185,0.04,8.585,4.19,20.00 ,not present ,0.00 ,0.00 ,
14/07/2021,06:40:00,14.48,0.324,2.106,-0.61,0.31,-3.99,-0.150,0.04,8.585,4.19,19.29 ,not present ,0.00 ,0.00 ,
14/07/2021,06:50:00,14.48,0.417,2.079,-0.59,0.31,-3.99,-0.194,0.05,8.585,4.19,19.00 ,not present ,0.00 ,0.00 ,
14/07/2021,07:00:00,14.48,0.395,2.134,-0.61,0.31,-3.99,-0.267,0.05,8.585,4.19,18.40 ,not present ,0.00 ,0.00 ,
14/07/2021,07:10:00,14.50,0.333,2.135,-0.62,0.31,-3.99,-0.198,0.04,8.582,4.19,18.10 ,not present ,0.00 ,0.00 ,
14/07/2021,07:20:00,14.52,0.355,2.148,-0.62,0.31,-3.99,-0.157,0.05,8.582,4.19,18.00 ,not present ,0.00 ,0.00 ,
14/07/2021,07:30:00,14.56,0.424,2.184,-0.62,0.31,-3.99,-0.056,0.05,8.582,4.19,17.90 ,not present ,0.00 ,0.00 ,
14/07/2021,07:40:00,14.59,0.406,2.165,-0.61,0.31,-3.99,-0.128,0.05,8.582,4.19,17.70 ,not present ,0.00 ,0.00 ,
14/07/2021,07:50:00,14.61,0.435,2.139,-0.60,0.31,-3.99,-0.194,0.06,8.578,4.19,17.79 ,not present ,0.00 ,0.00 ,
14/07/2021,08:00:00,14.61,0.311,2.148,-0.62,0.31,-3.99,-0.205,0.04,8.578,4.19,18.00 ,not present ,0.00 ,0.00 ,
14/07/2021,08:10:00,14.66,0.216,2.142,-0.63,0.31,-3.99,-0.176,0.03,8.578,4.19,17.90 ,not present ,0.00 ,0.00 ,
14/07/2021,08:20:00,14.65,0.330,2.158,-0.62,0.31,-3.99,-0.250,0.04,8.578,4.19,17.90 ,not present ,0.00 ,0.00 ,
14/07/2021,08:30:00,14.65,0.244,2.211,-0.65,0.31,-3.99,-0.093,0.03,8.578,4.19,17.90 ,not present ,0.00 ,0.00 ,
14/07/2021,08:40:00,14.69,0.403,2.306,-0.66,0.31,-3.99,-0.094,0.05,8.578,4.19,18.00 ,not present ,0.00 ,0.00 ,
14/07/2021,08:50:00,14.74,0.369,2.345,-0.68,0.31,-3.99,-0.020,0.05,8.574,4.19,18.20 ,not present ,0.00 ,0.00 ,
14/07/2021,09:00:00,14.79,0.393,2.467,-0.72,0.31,-3.99,-0.137,0.05,8.574,4.19,18.40 ,not present ,0.00 ,0.00 ,
14/07/2021,09:10:00,14.84,0.490,2.580,-0.74,0.31,-3.99,0.061,0.06,8.570,4.19,18.40 ,not present ,0.00 ,0.00 ,
14/07/2021,09:20:00,14.92,0.578,2.758,-0.79,0.31,-3.99,0.195,0.08,8.566,4.19,18.70 ,not present ,0.00 ,0.00 ,
14/07/2021,09:30:00,15.04,0.621,2.922,-0.83,0.31,-3.99,0.322,0.08,8.563,4.19,19.00 ,not present ,0.00 ,0.00 ,
14/07/2021,09:40:00,15.12,0.739,3.203,-0.91,0.31,-3.99,0.488,0.10,8.559,4.19,19.20 ,not present ,0.00 ,0.00 ,
14/07/2021,09:50:00,15.24,0.799,3.390,-0.96,0.31,-3.99,0.511,0.11,8.555,4.19,19.20 ,not present ,0.00 ,0.00 ,
14/07/2021,10:00:00,15.34,0.916,3.548,-0.99,0.31,-3.99,0.616,0.12,8.551,4.19,19.60 ,not present ,0.00 ,0.00 ,
14/07/2021,10:10:00,15.51,1.095,3.919,-1.08,0.31,-3.99,0.822,0.15,8.544,4.19,19.79 ,not present ,0.00 ,0.00 ,
14/07/2021,10:20:00,15.95,2.145,4.901,-1.24,0.31,-3.99,2.003,0.29,8.529,4.19,20.20 ,not present ,0.00 ,0.00 ,
14/07/2021,10:30:00,16.21,1.628,4.636,-1.21,0.31,-3.99,1.510,0.22,8.518,4.19,20.60 ,not present ,0.00 ,0.00 ,
14/07/2021,10:40:00,16.37,1.507,4.578,-1.20,0.31,-3.99,1.443,0.21,8.514,4.19,20.70 ,not present ,0.00 ,0.00 ,
14/07/2021,10:50:00,16.58,1.709,4.834,-1.25,0.31,-3.99,1.715,0.23,8.506,4.19,21.00 ,not present ,0.00 ,0.00 ,
14/07/2021,11:00:00,16.90,1.856,4.966,-1.25,0.31,-3.99,1.890,0.25,8.491,4.19,21.70 ,not present ,0.00 ,0.00 ,
14/07/2021,11:10:00,17.16,1.786,4.976,-1.25,0.31,-3.99,1.587,0.24,8.484,4.19,22.30 ,not present ,0.00 ,0.00 ,
14/07/2021,11:20:00,17.34,1.119,4.505,-1.18,0.31,-3.99,0.997,0.15,8.476,4.19,22.60 ,not present ,0.00 ,0.00 ,
14/07/2021,11:30:00,17.40,1.164,4.394,-1.14,0.31,-3.99,0.895,0.16,8.473,4.19,22.70 ,not present ,0.00 ,0.00 ,
14/07/2021,11:40:00,17.55,0.987,4.307,-1.13,0.31,-3.99,0.794,0.13,8.469,4.19,22.80 ,not present ,0.00 ,0.00 ,
14/07/2021,11:50:00,17.65,0.946,4.321,-1.14,0.31,-3.99,0.803,0.13,8.465,4.19,23.00 ,not present ,0.00 ,0.00 ,
14/07/2021,12:00:00,17.81,1.078,4.481,-1.16,0.31,-3.99,0.910,0.14,8.458,4.19,23.30 ,not present ,0.00 ,0.00 ,
14/07/2021,12:10:00,17.97,1.139,4.483,-1.15,0.31,-3.99,0.899,0.15,8.454,4.19,23.70 ,not present ,0.00 ,0.00 ,
14/07/2021,12:20:00,18.16,1.174,4.579,-1.16,0.31,-3.99,0.943,0.16,8.447,4.19,24.10 ,not present ,0.00 ,0.00 ,
