Serial Number:,PSY1E10F
APP Serial #:,030003EA
Head Serial #:,1897
App Ver:,R1-6-2
COM Ver:,R2-5-0
Instrument Name:,Gamboa PSY 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,0,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
13/07/2021,12:59:45,15.73,-0.27,4.20,-1.52,4.19,26.60 ,present ,12.62 ,95.40 ,
13/07/2021,13:10:01,15.60,-0.09,4.42,-1.59,4.19,23.90 ,present ,12.61 ,88.80 ,
13/07/2021,13:20:00,15.75,0.03,4.46,-1.57,4.19,22.80 ,present ,12.61 ,84.90 ,
13/07/2021,13:30:00,15.87,0.12,4.65,-1.62,4.19,22.30 ,present ,12.59 ,82.20 ,
13/07/2021,13:40:00,16.03,0.01,4.79,-1.68,4.19,22.10 ,present ,12.61 ,80.10 ,
13/07/2021,13:50:00,16.24,0.17,5.04,-1.73,4.19,22.10 ,present ,12.60 ,78.90 ,
13/07/2021,14:00:00,16.53,0.30,5.05,-1.70,4.19,22.10 ,present ,12.59 ,77.69 ,
13/07/2021,14:10:00,16.65,0.06,4.87,-1.66,4.19,22.20 ,present ,12.58 ,76.19 ,
13/07/2021,14:20:00,16.75,-0.09,4.75,-1.64,4.19,21.70 ,present ,12.61 ,75.30 ,
13/07/2021,14:30:00,16.81,0.00,4.87,-1.66,4.19,21.60 ,present ,12.60 ,74.40 ,
13/07/2021,14:40:00,16.88,-0.10,4.92,-1.69,4.19,21.60 ,present ,12.59 ,73.50 ,
13/07/2021,14:50:00,16.99,-0.03,4.91,-1.67,4.19,21.60 ,present ,12.59 ,72.60 ,
13/07/2021,15:00:00,17.09,0.00,4.95,-1.67,4.19,21.80 ,present ,12.58 ,71.69 ,
13/07/2021,15:10:00,17.24,0.06,5.18,-1.74,4.19,21.80 ,present ,12.61 ,71.10 ,
13/07/2021,15:20:00,17.47,0.08,5.15,-1.71,4.19,21.70 ,present ,12.60 ,70.19 ,
13/07/2021,15:30:01,17.56,-0.01,5.01,-1.67,4.19,21.70 ,present ,12.60 ,69.60 ,
13/07/2021,15:40:01,17.74,0.15,5.40,-1.77,4.19,21.40 ,present ,12.59 ,68.69 ,
13/07/2021,15:50:01,17.88,0.11,5.28,-1.72,4.19,21.10 ,present ,12.59 ,68.10 ,
13/07/2021,16:00:01,17.95,-0.04,5.25,-1.73,4.19,20.90 ,present ,12.58 ,67.19 ,
13/07/2021,16:10:01,18.03,-0.02,5.21,-1.71,4.19,20.60 ,present ,12.58 ,67.19 ,
13/07/2021,16:20:01,18.06,-0.06,5.04,-1.66,4.19,20.50 ,present ,12.61 ,66.00 ,
13/07/2021,16:30:01,18.00,-0.42,4.74,-1.61,4.19,20.40 ,present ,12.60 ,65.69 ,
13/07/2021,16:40:00,17.88,-0.52,4.62,-1.59,4.19,20.20 ,present ,12.60 ,65.10 ,
13/07/2021,16:50:00,17.76,-0.57,4.45,-1.54,4.19,20.10 ,present ,12.59 ,64.50 ,
13/07/2021,17:00:00,17.63,-0.71,4.42,-1.56,4.19,19.79 ,present ,12.59 ,64.19 ,
13/07/2021,17:10:01,17.49,-0.72,4.29,-1.52,4.19,19.50 ,present ,12.59 ,63.90 ,
13/07/2021,17:20:01,17.34,-0.59,4.34,-1.53,4.19,19.29 ,present ,12.58 ,63.00 ,
13/07/2021,17:30:00,17.25,-0.65,4.30,-1.53,4.19,19.10 ,present ,12.58 ,62.70 ,
13/07/2021,17:40:00,17.15,-0.67,4.26,-1.52,4.19,19.10 ,present ,12.58 ,62.10 ,
13/07/2021,17:50:01,16.99,-0.60,4.23,-1.51,4.19,18.70 ,present ,12.58 ,62.10 ,
13/07/2021,18:00:00,16.87,-0.72,4.26,-1.55,4.19,18.50 ,present ,12.57 ,61.80 ,
13/07/2021,18:10:00,16.75,-0.63,4.20,-1.52,4.19,18.40 ,present ,12.57 ,61.20 ,
13/07/2021,18:20:00,16.63,-0.70,4.20,-1.53,4.19,18.29 ,present ,12.57 ,61.20 ,
13/07/2021,18:30:00,16.51,-0.75,4.13,-1.52,4.19,18.10 ,present ,12.60 ,60.60 ,
13/07/2021,18:40:00,16.35,-0.79,4.07,-1.51,4.19,18.00 ,present ,12.60 ,60.60 ,
13/07/2021,18:50:00,16.18,-0.74,4.03,-1.50,4.19,17.90 ,present ,12.59 ,60.00 ,
13/07/2021,19:00:01,16.02,-0.81,3.98,-1.50,4.19,17.70 ,present ,12.60 ,60.30 ,
13/07/2021,19:10:00,15.86,-0.63,4.06,-1.52,4.19,17.40 ,present ,12.59 ,59.70 ,
13/07/2021,19:20:00,15.75,-0.73,4.11,-1.55,4.19,17.50 ,present ,12.58 ,58.50 ,
13/07/2021,19:30:00,15.65,-0.56,4.07,-1.52,4.19,17.20 ,present ,12.58 ,58.50 ,
13/07/2021,19:40:00,15.53,-0.67,4.02,-1.52,4.19,17.20 ,present ,12.58 ,58.50 ,
13/07/2021,19:50:00,15.40,-0.76,3.96,-1.52,4.19,17.10 ,present ,12.58 ,57.90 ,
13/07/2021,20:00:00,15.23,-0.64,3.93,-1.50,4.19,16.79 ,present ,12.58 ,57.90 ,
13/07/2021,20:10:00,15.10,-0.59,3.96,-1.51,4.19,16.90 ,present ,12.58 ,57.90 ,
13/07/2021,20:20:00,14.97,-0.68,3.94,-1.52,4.19,16.60 ,present ,12.57 ,57.30 ,
13/07/2021,20:30:00,14.83,-0.76,3.92,-1.54,4.19,16.60 ,present ,12.57 ,57.30 ,
13/07/2021,20:40:00,14.72,-0.71,3.90,-1.53,4.19,16.50 ,present ,12.57 ,57.30 ,
13/07/2021,20:50:00,14.62,-0.71,3.95,-1.55,4.19,16.20 ,present ,12.57 ,57.00 ,
13/07/2021,21:00:00,14.53,-0.67,3.97,-1.56,4.19,16.20 ,present ,12.57 ,57.00 ,
13/07/2021,21:10:00,14.42,-0.64,3.98,-1.57,4.19,16.20 ,present ,12.57 ,56.70 ,
13/07/2021,21:20:00,14.36,-0.47,4.02,-1.56,4.19,16.29 ,present ,12.57 ,56.70 ,
13/07/2021,21:30:01,14.31,-0.53,4.01,-1.57,4.19,16.40 ,present ,12.57 ,56.40 ,
13/07/2021,21:40:01,14.25,-0.60,3.99,-1.58,4.19,16.20 ,present ,12.56 ,56.10 ,
13/07/2021,21:50:01,14.19,-0.62,3.99,-1.58,4.19,16.10 ,present ,12.57 ,56.40 ,
13/07/2021,22:00:01,14.12,-0.60,4.01,-1.59,4.19,16.20 ,present ,12.56 ,55.80 ,
13/07/2021,22:10:00,14.07,-0.52,4.04,-1.59,4.19,16.20 ,present ,12.56 ,55.80 ,
13/07/2021,22:20:00,14.03,-0.49,4.02,-1.59,4.19,15.90 ,present ,12.56 ,55.50 ,
13/07/2021,22:30:00,13.97,-0.57,4.01,-1.59,4.19,15.90 ,present ,12.56 ,55.50 ,
13/07/2021,22:40:00,13.91,-0.52,4.02,-1.59,4.19,16.00 ,present ,12.59 ,55.20 ,
13/07/2021,22:50:00,13.88,-0.46,4.02,-1.59,4.19,15.90 ,present ,12.56 ,55.50 ,
13/07/2021,23:00:00,13.83,-0.37,4.02,-1.58,4.19,15.90 ,present ,12.56 ,55.50 ,
13/07/2021,23:10:00,13.79,-0.42,4.01,-1.58,4.19,15.80 ,present ,12.56 ,55.50 ,
13/07/2021,23:20:00,13.74,-0.42,4.06,-1.60,4.19,15.80 ,present ,12.56 ,55.20 ,
13/07/2021,23:30:00,13.71,-0.43,4.02,-1.59,4.19,15.60 ,present ,12.59 ,54.90 ,
13/07/2021,23:40:00,13.68,-0.51,4.02,-1.61,4.19,15.90 ,present ,12.59 ,54.90 ,
13/07/2021,23:50:00,13.65,-0.42,4.04,-1.61,4.19,15.60 ,present ,12.59 ,55.20 ,
14/07/2021,00:00:00,13.63,-0.35,4.02,-1.59,4.19,15.60 ,present ,12.59 ,54.60 ,
14/07/2021,00:10:00,13.60,-0.46,4.00,-1.60,4.19,15.80 ,present ,12.59 ,54.60 ,
14/07/2021,00:20:00,13.56,-0.46,3.98,-1.59,4.19,15.50 ,present ,12.59 ,54.60 ,
14/07/2021,00:30:00,13.52,-0.48,3.96,-1.59,4.19,15.40 ,present ,12.58 ,54.00 ,
14/07/2021,00:40:00,13.49,-0.46,3.98,-1.59,4.19,15.50 ,present ,12.59 ,54.30 ,
14/07/2021,00:50:00,13.44,-0.40,3.93,-1.57,4.19,15.40 ,present ,12.58 ,54.00 ,
14/07/2021,01:00:00,13.40,-0.37,3.98,-1.59,4.19,15.30 ,present ,12.58 ,53.70 ,
14/07/2021,01:10:00,13.36,-0.46,3.93,-1.58,4.19,15.50 ,present ,12.58 ,53.70 ,
14/07/2021,01:20:00,13.32,-0.39,3.96,-1.59,4.19,15.30 ,present ,12.58 ,54.00 ,
14/07/2021,01:30:00,13.30,-0.35,3.99,-1.60,4.19,15.20 ,present ,12.58 ,53.70 ,
14/07/2021,01:40:00,13.30,-0.34,3.99,-1.59,4.19,15.50 ,present ,12.58 ,53.40 ,
14/07/2021,01:50:00,13.29,-0.41,4.00,-1.61,4.19,15.10 ,present ,12.58 ,53.70 ,
14/07/2021,02:00:00,13.27,-0.43,4.00,-1.61,4.19,15.30 ,present ,12.58 ,53.40 ,
14/07/2021,02:10:00,13.26,-0.41,4.00,-1.61,4.19,15.30 ,present ,12.58 ,53.70 ,
14/07/2021,02:20:00,13.25,-0.32,3.98,-1.59,4.19,15.20 ,present ,12.58 ,53.40 ,
14/07/2021,02:30:00,13.25,-0.44,3.98,-1.61,4.19,15.20 ,present ,12.58 ,53.70 ,
14/07/2021,02:40:00,13.22,-0.32,3.99,-1.60,4.19,15.00 ,present ,12.58 ,53.10 ,
14/07/2021,02:50:00,13.21,-0.28,3.99,-1.59,4.19,15.20 ,present ,12.58 ,53.10 ,
14/07/2021,03:00:00,13.19,-0.32,3.99,-1.60,4.19,15.20 ,present ,12.58 ,53.10 ,
14/07/2021,03:10:00,13.17,-0.35,3.97,-1.60,4.19,15.00 ,present ,12.58 ,53.10 ,
14/07/2021,03:20:01,13.18,-0.32,4.01,-1.61,4.19,15.10 ,present ,12.58 ,53.40 ,
14/07/2021,03:30:01,13.16,-0.34,3.99,-1.60,4.19,15.10 ,present ,12.54 ,53.40 ,
14/07/2021,03:40:00,13.15,-0.36,3.98,-1.60,4.19,15.00 ,present ,12.57 ,52.80 ,
14/07/2021,03:50:00,13.15,-0.40,4.00,-1.62,4.19,15.10 ,present ,12.57 ,52.80 ,
14/07/2021,04:00:00,13.15,-0.44,4.00,-1.63,4.19,15.10 ,present ,12.57 ,52.80 ,
14/07/2021,04:10:00,13.14,-0.30,3.99,-1.60,4.19,15.10 ,present ,12.58 ,53.10 ,
14/07/2021,04:20:00,13.14,-0.36,3.98,-1.61,4.19,14.90 ,present ,12.57 ,52.50 ,
14/07/2021,04:30:00,13.14,-0.22,4.01,-1.60,4.19,14.80 ,present ,12.57 ,52.50 ,
14/07/2021,04:40:00,13.14,-0.35,3.97,-1.60,4.19,14.90 ,present ,12.58 ,53.10 ,
14/07/2021,04:50:00,13.15,-0.29,3.98,-1.59,4.19,15.10 ,present ,12.58 ,53.10 ,
14/07/2021,05:00:00,13.14,-0.33,3.98,-1.60,4.19,15.00 ,present ,12.57 ,52.20 ,
14/07/2021,05:10:00,13.13,-0.38,3.99,-1.61,4.19,14.80 ,present ,12.57 ,52.50 ,
14/07/2021,05:20:00,13.14,-0.33,3.98,-1.60,4.19,14.90 ,present ,12.57 ,52.20 ,
14/07/2021,05:30:00,13.15,-0.40,3.97,-1.60,4.19,14.80 ,present ,12.57 ,52.50 ,
14/07/2021,05:40:00,13.16,-0.34,3.99,-1.61,4.19,14.80 ,present ,12.57 ,52.80 ,
14/07/2021,05:50:00,13.16,-0.35,3.97,-1.60,4.19,14.80 ,present ,12.57 ,52.80 ,
14/07/2021,06:00:00,13.15,-0.32,3.97,-1.59,4.19,14.90 ,present ,12.57 ,52.20 ,
14/07/2021,06:10:00,13.18,-0.29,3.96,-1.59,4.19,15.20 ,present ,12.57 ,52.20 ,
14/07/2021,06:20:01,13.17,-0.34,3.98,-1.60,4.19,15.00 ,present ,12.57 ,52.20 ,
14/07/2021,06:30:01,13.18,-0.31,4.00,-1.60,4.19,15.20 ,present ,12.57 ,52.20 ,
14/07/2021,06:40:00,13.20,-0.26,3.99,-1.59,4.19,15.00 ,present ,12.57 ,52.20 ,
14/07/2021,06:50:01,13.22,-0.37,4.03,-1.62,4.19,14.90 ,present ,12.56 ,50.40 ,
14/07/2021,07:00:00,13.24,-0.28,4.04,-1.61,4.19,14.90 ,present ,12.57 ,52.50 ,
14/07/2021,07:10:00,13.28,-0.20,4.04,-1.60,4.19,15.10 ,present ,12.57 ,52.20 ,
14/07/2021,07:20:01,13.30,-0.24,4.06,-1.61,4.19,15.00 ,present ,12.57 ,52.50 ,
14/07/2021,07:30:01,13.34,-0.24,4.04,-1.60,4.19,15.00 ,present ,12.57 ,52.50 ,
14/07/2021,07:40:01,13.38,-0.26,4.08,-1.62,4.19,15.10 ,present ,12.57 ,51.90 ,
14/07/2021,07:50:01,13.41,-0.26,4.05,-1.60,4.19,15.20 ,present ,12.57 ,52.20 ,
14/07/2021,08:00:00,13.44,-0.23,4.08,-1.61,4.19,15.20 ,present ,12.57 ,52.20 ,
14/07/2021,08:10:00,13.49,-0.22,4.04,-1.59,4.19,15.20 ,present ,12.57 ,52.20 ,
14/07/2021,08:20:00,13.50,-0.26,4.03,-1.59,4.19,15.20 ,present ,12.57 ,51.90 ,
14/07/2021,08:30:00,13.51,-0.41,4.09,-1.63,4.19,15.30 ,present ,12.57 ,51.90 ,
14/07/2021,08:40:00,13.58,-0.30,4.11,-1.62,4.19,15.50 ,present ,12.56 ,50.70 ,
14/07/2021,08:50:00,13.62,-0.24,4.17,-1.63,4.19,15.30 ,present ,12.59 ,50.40 ,
14/07/2021,09:00:00,13.69,-0.25,4.18,-1.63,4.19,15.50 ,present ,12.56 ,51.30 ,
14/07/2021,09:10:01,13.76,-0.23,4.18,-1.63,4.19,15.90 ,present ,12.59 ,50.70 ,
14/07/2021,09:20:01,13.83,-0.16,4.26,-1.64,4.19,16.10 ,present ,12.56 ,50.40 ,
14/07/2021,09:30:00,13.92,-0.08,4.33,-1.65,4.19,16.29 ,present ,12.59 ,50.10 ,
14/07/2021,09:40:01,14.04,-0.15,4.40,-1.68,4.19,16.10 ,present ,12.58 ,49.50 ,
14/07/2021,09:50:01,14.16,-0.05,4.45,-1.68,4.19,16.29 ,present ,12.57 ,51.90 ,
14/07/2021,10:00:01,14.27,-0.05,4.45,-1.67,4.19,16.50 ,present ,12.57 ,52.20 ,
14/07/2021,10:10:00,14.43,0.03,4.56,-1.69,4.19,16.79 ,present ,12.57 ,51.90 ,
14/07/2021,10:20:01,14.64,0.29,4.82,-1.74,4.19,16.90 ,present ,12.57 ,51.90 ,
14/07/2021,10:30:01,14.92,0.13,4.79,-1.73,4.19,17.29 ,present ,12.57 ,51.90 ,
14/07/2021,10:40:01,15.05,0.08,4.84,-1.75,4.19,17.40 ,present ,12.57 ,52.20 ,
14/07/2021,10:50:00,15.27,0.20,5.02,-1.79,4.19,17.50 ,present ,12.57 ,51.90 ,
14/07/2021,11:00:01,15.37,0.48,5.22,-1.82,4.19,18.10 ,present ,12.57 ,52.20 ,
14/07/2021,11:10:01,15.59,0.52,5.36,-1.84,4.19,19.10 ,present ,12.57 ,52.20 ,
14/07/2021,11:20:00,16.13,0.20,5.00,-1.72,4.19,19.60 ,present ,12.57 ,52.80 ,
14/07/2021,11:30:00,16.14,-0.03,4.95,-1.74,4.19,19.29 ,present ,12.57 ,52.20 ,
14/07/2021,11:40:01,16.30,-0.04,4.92,-1.72,4.19,19.40 ,present ,12.57 ,52.20 ,
14/07/2021,11:50:01,16.39,-0.13,4.98,-1.75,4.19,19.20 ,present ,12.57 ,52.50 ,
14/07/2021,12:00:00,16.47,0.07,5.17,-1.78,4.19,19.40 ,present ,12.57 ,52.20 ,
14/07/2021,12:10:00,16.74,0.13,5.25,-1.78,4.19,19.70 ,present ,12.57 ,52.20 ,
14/07/2021,12:20:01,16.98,0.23,5.30,-1.77,4.19,20.20 ,present ,12.57 ,52.20 ,
14/07/2021,12:30:00,17.15,0.05,5.21,-1.75,4.19,20.60 ,present ,12.57 ,52.20 ,
14/07/2021,12:40:00,17.30,-0.06,5.06,-1.71,4.19,20.60 ,present ,12.57 ,52.20 ,
14/07/2021,12:50:00,17.33,0.27,5.40,-1.78,4.19,20.90 ,present ,12.57 ,52.80 ,
14/07/2021,13:00:00,17.59,0.05,5.25,-1.74,4.19,21.50 ,present ,12.57 ,52.50 ,
14/07/2021,13:10:01,17.78,0.10,5.29,-1.73,4.19,21.90 ,present ,12.57 ,52.80 ,
14/07/2021,13:20:00,17.92,0.10,5.25,-1.71,4.19,21.70 ,present ,12.57 ,52.80 ,
14/07/2021,13:30:01,18.06,0.05,5.26,-1.71,4.19,21.70 ,present ,12.57 ,52.20 ,
14/07/2021,13:40:00,18.19,0.00,5.33,-1.74,4.19,21.70 ,present ,12.57 ,52.80 ,
14/07/2021,13:50:00,18.37,0.19,5.44,-1.74,4.19,21.70 ,present ,12.57 ,52.20 ,
14/07/2021,14:00:00,18.50,0.09,5.49,-1.76,4.19,21.70 ,present ,12.57 ,52.80 ,
14/07/2021,14:10:00,18.65,0.16,5.46,-1.73,4.19,22.10 ,present ,12.57 ,52.80 ,
14/07/2021,14:20:00,18.78,0.13,5.61,-1.78,4.19,21.80 ,present ,12.57 ,52.20 ,
14/07/2021,14:30:00,18.94,0.22,5.72,-1.79,4.19,22.30 ,present ,12.57 ,52.50 ,
14/07/2021,14:40:00,19.18,0.39,5.90,-1.81,4.19,22.70 ,present ,12.57 ,52.80 ,
14/07/2021,14:50:00,19.43,0.29,5.81,-1.78,4.19,23.20 ,present ,12.57 ,52.50 ,
14/07/2021,15:00:00,19.57,-0.01,5.70,-1.78,4.19,23.70 ,present ,12.57 ,52.80 ,
14/07/2021,15:10:01,19.80,0.27,5.93,-1.80,4.19,23.80 ,present ,12.57 ,52.50 ,
14/07/2021,15:20:01,20.00,0.24,6.06,-1.83,4.19,23.70 ,present ,12.57 ,52.80 ,
14/07/2021,15:30:01,20.15,0.31,6.06,-1.82,4.19,23.80 ,present ,12.57 ,52.20 ,
14/07/2021,15:40:01,20.40,0.44,6.14,-1.81,4.19,23.40 ,present ,12.57 ,52.20 ,
14/07/2021,15:50:01,20.64,0.40,6.07,-1.78,4.19,23.10 ,present ,12.57 ,52.20 ,
14/07/2021,16:00:01,20.67,0.19,5.89,-1.75,4.19,22.70 ,present ,12.57 ,52.50 ,
14/07/2021,16:10:01,20.65,0.02,5.63,-1.69,4.19,22.10 ,present ,12.57 ,52.50 ,
14/07/2021,16:20:01,20.66,-0.14,5.52,-1.68,4.19,21.50 ,present ,12.56 ,51.60 ,
14/07/2021,16:30:01,20.55,-0.24,5.24,-1.61,4.19,21.20 ,present ,12.60 ,51.90 ,
14/07/2021,16:40:01,20.44,-0.47,4.92,-1.55,4.19,21.10 ,present ,12.56 ,51.60 ,
14/07/2021,16:50:01,20.22,-0.67,4.75,-1.53,4.19,20.70 ,present ,12.56 ,51.60 ,
14/07/2021,17:00:01,20.02,-0.76,4.67,-1.53,4.19,20.60 ,present ,12.56 ,51.60 ,
14/07/2021,17:10:01,19.88,-0.60,4.76,-1.54,4.19,20.40 ,present ,12.56 ,51.30 ,
14/07/2021,17:20:01,19.76,-0.78,4.57,-1.52,4.19,20.40 ,present ,12.56 ,51.30 ,
14/07/2021,17:30:01,19.64,-0.57,4.60,-1.50,4.19,20.20 ,present ,12.60 ,51.30 ,
14/07/2021,17:40:01,19.44,-0.65,4.49,-1.49,4.19,20.00 ,present ,12.57 ,51.90 ,
14/07/2021,17:50:01,19.21,-0.71,4.48,-1.50,4.19,20.00 ,present ,12.57 ,51.90 ,
14/07/2021,18:00:00,19.03,-0.68,4.45,-1.50,4.19,20.10 ,present ,12.57 ,51.90 ,
14/07/2021,18:10:01,19.00,-0.68,4.48,-1.51,4.19,20.29 ,present ,12.56 ,51.30 ,
14/07/2021,18:20:00,18.93,-0.83,4.43,-1.51,4.19,20.10 ,present ,12.56 ,51.60 ,
14/07/2021,18:30:00,18.78,-0.83,4.33,-1.49,4.19,19.79 ,present ,12.57 ,51.90 ,
14/07/2021,18:40:00,18.53,-0.88,4.15,-1.45,4.19,19.40 ,present ,12.56 ,51.60 ,
14/07/2021,18:50:00,18.31,-0.90,4.14,-1.46,4.19,18.79 ,present ,12.60 ,51.00 ,
14/07/2021,19:00:00,18.06,-1.06,4.06,-1.47,4.19,18.79 ,present ,12.56 ,51.00 ,
14/07/2021,19:10:00,17.85,-0.96,4.05,-1.46,4.19,18.40 ,present ,12.56 ,51.00 ,
14/07/2021,19:20:00,17.64,-0.87,4.10,-1.47,4.19,18.40 ,present ,12.56 ,51.00 ,
14/07/2021,19:30:00,17.45,-0.80,4.04,-1.45,4.19,18.10 ,present ,12.60 ,51.00 ,
14/07/2021,19:40:00,17.25,-0.87,3.97,-1.45,4.19,17.90 ,present ,12.56 ,50.70 ,
14/07/2021,19:50:00,17.00,-0.97,3.94,-1.46,4.19,17.60 ,present ,12.56 ,51.30 ,
14/07/2021,20:00:00,16.80,-0.85,3.90,-1.44,4.19,17.50 ,present ,12.60 ,51.30 ,
14/07/2021,20:10:00,16.57,-1.05,3.86,-1.46,4.19,17.29 ,present ,12.56 ,51.30 ,
14/07/2021,20:20:00,16.38,-0.89,3.90,-1.47,4.19,17.10 ,present ,12.56 ,51.30 ,
14/07/2021,20:30:00,16.21,-0.83,3.90,-1.47,4.19,17.00 ,present ,12.56 ,51.30 ,
14/07/2021,20:40:00,16.02,-0.87,3.86,-1.47,4.19,16.79 ,present ,12.56 ,50.70 ,
14/07/2021,20:50:00,15.82,-0.80,3.91,-1.49,4.19,16.79 ,present ,12.56 ,51.00 ,
14/07/2021,21:00:01,15.69,-0.79,3.93,-1.50,4.19,16.79 ,present ,12.56 ,51.00 ,
14/07/2021,21:10:01,15.55,-0.77,3.94,-1.50,4.19,16.50 ,present ,12.56 ,51.30 ,
14/07/2021,21:20:01,15.44,-0.72,3.92,-1.50,4.19,16.60 ,present ,12.56 ,50.40 ,
14/07/2021,21:30:01,15.31,-0.59,3.93,-1.49,4.19,16.50 ,present ,12.56 ,50.40 ,
14/07/2021,21:40:01,15.20,-0.61,4.00,-1.53,4.19,16.40 ,present ,12.56 ,50.70 ,
14/07/2021,21:50:01,15.13,-0.56,3.96,-1.51,4.19,16.60 ,present ,12.56 ,50.40 ,
14/07/2021,22:00:01,15.03,-0.63,3.93,-1.51,4.19,16.50 ,present ,12.56 ,50.40 ,
14/07/2021,22:10:01,14.93,-0.50,3.93,-1.50,4.19,16.40 ,present ,12.56 ,50.40 ,
14/07/2021,22:20:01,14.84,-0.62,3.93,-1.52,4.19,16.40 ,present ,12.56 ,51.00 ,
14/07/2021,22:30:01,14.76,-0.57,3.91,-1.51,4.19,16.20 ,present ,12.56 ,50.40 ,
14/07/2021,22:40:01,14.66,-0.56,3.95,-1.53,4.19,16.29 ,present ,12.56 ,50.40 ,
14/07/2021,22:50:01,14.60,-0.55,3.96,-1.54,4.19,16.10 ,present ,12.56 ,51.00 ,
14/07/2021,23:00:01,14.54,-0.41,3.95,-1.51,4.19,16.10 ,present ,12.56 ,50.40 ,
14/07/2021,23:10:00,14.46,-0.42,3.98,-1.53,4.19,16.10 ,present ,12.56 ,50.40 ,
14/07/2021,23:20:00,14.41,-0.47,3.99,-1.54,4.19,16.10 ,present ,12.56 ,50.40 ,
14/07/2021,23:30:00,14.37,-0.61,3.97,-1.56,4.19,16.20 ,present ,12.56 ,50.40 ,
14/07/2021,23:40:00,14.32,-0.40,3.98,-1.54,4.19,16.29 ,present ,12.56 ,50.40 ,
14/07/2021,23:50:00,14.27,-0.60,3.94,-1.55,4.19,16.00 ,present ,12.56 ,51.00 ,
15/07/2021,00:00:00,14.19,-0.54,3.90,-1.54,4.19,16.00 ,present ,12.56 ,50.40 ,
15/07/2021,00:10:00,14.12,-0.46,3.91,-1.53,4.19,16.10 ,present ,12.56 ,50.40 ,
15/07/2021,00:20:00,14.08,-0.41,3.93,-1.54,4.19,16.00 ,present ,12.56 ,50.70 ,
15/07/2021,00:30:00,14.02,-0.48,3.92,-1.54,4.19,15.90 ,present ,12.56 ,50.40 ,
15/07/2021,00:40:00,13.99,-0.47,3.90,-1.54,4.19,15.90 ,present ,12.55 ,50.10 ,
15/07/2021,00:50:00,13.92,-0.48,3.90,-1.54,4.19,15.90 ,present ,12.56 ,50.70 ,
15/07/2021,01:00:00,13.89,-0.43,3.91,-1.54,4.19,15.50 ,present ,12.56 ,50.70 ,
15/07/2021,01:10:00,13.84,-0.48,3.84,-1.52,4.19,15.50 ,present ,12.56 ,50.40 ,
15/07/2021,01:20:00,13.77,-0.53,3.86,-1.54,4.19,15.50 ,present ,12.56 ,50.70 ,
15/07/2021,01:30:00,13.73,-0.52,3.82,-1.53,4.19,15.40 ,present ,12.56 ,50.40 ,
15/07/2021,01:40:00,13.65,-0.48,3.81,-1.52,4.19,15.30 ,present ,12.56 ,50.70 ,
15/07/2021,01:50:00,13.59,-0.49,3.79,-1.52,4.19,15.20 ,present ,12.55 ,50.10 ,
15/07/2021,02:00:00,13.52,-0.46,3.82,-1.53,4.19,15.00 ,present ,12.56 ,50.40 ,
15/07/2021,02:10:00,13.47,-0.44,3.80,-1.52,4.19,15.10 ,present ,12.55 ,50.10 ,
15/07/2021,02:20:00,13.42,-0.39,3.79,-1.52,4.19,15.20 ,present ,12.55 ,50.10 ,
15/07/2021,02:30:00,13.37,-0.46,3.78,-1.52,4.19,15.10 ,present ,12.55 ,50.10 ,
15/07/2021,02:40:00,13.32,-0.45,3.81,-1.54,4.19,14.90 ,present ,12.56 ,50.70 ,
15/07/2021,02:50:00,13.28,-0.46,3.78,-1.53,4.19,15.00 ,present ,12.56 ,50.70 ,
15/07/2021,03:00:01,13.25,-0.44,3.80,-1.54,4.19,15.00 ,present ,12.55 ,50.10 ,
15/07/2021,03:10:01,13.22,-0.41,3.82,-1.54,4.19,15.00 ,present ,12.55 ,50.10 ,
15/07/2021,03:20:01,13.17,-0.48,3.77,-1.54,4.19,15.00 ,present ,12.55 ,50.10 ,
15/07/2021,03:30:01,13.15,-0.43,3.80,-1.54,4.19,14.90 ,present ,12.55 ,50.10 ,
15/07/2021,03:40:01,13.12,-0.36,3.77,-1.52,4.19,14.90 ,present ,12.55 ,50.10 ,
15/07/2021,03:50:01,13.08,-0.44,3.77,-1.53,4.19,14.80 ,present ,12.56 ,50.40 ,
15/07/2021,04:00:01,13.05,-0.36,3.76,-1.52,4.19,14.90 ,present ,12.56 ,50.40 ,
15/07/2021,04:10:01,13.01,-0.56,3.77,-1.55,4.19,14.80 ,present ,12.55 ,50.10 ,
15/07/2021,04:20:01,12.99,-0.34,3.79,-1.53,4.19,14.80 ,present ,12.55 ,50.10 ,
15/07/2021,04:30:01,12.98,-0.33,3.75,-1.52,4.19,14.80 ,present ,12.55 ,50.10 ,
15/07/2021,04:40:01,12.95,-0.47,3.79,-1.56,4.19,14.90 ,present ,12.55 ,50.10 ,
15/07/2021,04:50:01,12.95,-0.38,3.76,-1.53,4.19,14.70 ,present ,12.56 ,50.70 ,
