Serial Number:,PSY1GA0I
APP Serial #:,03000828
Head Serial #:,2641
App Ver:,R1-7-8
COM Ver:,R2-6-7
Instrument Name:,Canogas PSY 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,0,seconds
Chamber Heating Schedule:,17:00 - 10:00
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
13/07/2021,12:04:19,14.55,0.540,4.939,-1.69,0.15,-3.80,-0.042,0.07,8.582,4.19,27.50 ,present ,12.67 ,56.10 ,
13/07/2021,12:10:00,14.60,0.139,4.911,-1.73,0.15,-3.80,-0.032,0.01,8.578,4.19,26.30 ,present ,12.66 ,54.60 ,
13/07/2021,12:20:00,14.69,0.235,4.931,-1.72,0.15,-3.80,-0.026,0.03,8.578,4.19,24.70 ,present ,12.66 ,55.20 ,
13/07/2021,12:30:00,14.68,0.218,5.009,-1.75,0.15,-3.80,-0.005,0.03,8.578,4.19,24.00 ,present ,12.67 ,55.50 ,
13/07/2021,12:40:00,14.76,-0.076,5.007,-1.79,0.15,-3.80,-0.104,-0.01,8.574,4.19,24.10 ,present ,12.67 ,55.80 ,
13/07/2021,12:50:00,14.87,-0.167,4.968,-1.78,0.15,-3.80,-0.161,-0.02,8.570,4.19,24.20 ,present ,12.67 ,55.50 ,
13/07/2021,13:00:00,15.00,-0.065,4.779,-1.69,0.15,-3.80,-0.153,0.00,8.563,4.19,24.30 ,present ,12.63 ,55.80 ,
13/07/2021,13:10:00,15.04,-0.072,5.196,-1.84,0.15,-3.80,0.063,-0.01,8.563,4.19,24.70 ,present ,12.64 ,56.10 ,
13/07/2021,13:20:00,15.30,-0.074,5.197,-1.82,0.15,-3.80,-0.079,-0.01,8.551,4.19,25.10 ,present ,12.67 ,56.10 ,
13/07/2021,13:30:00,15.48,0.378,5.319,-1.79,0.15,-3.80,0.019,0.05,8.548,4.19,25.80 ,present ,12.64 ,56.40 ,
13/07/2021,13:40:00,15.68,0.132,5.422,-1.84,0.15,-3.80,0.223,0.01,8.540,4.19,26.30 ,present ,12.64 ,56.40 ,
13/07/2021,13:50:00,15.86,0.316,5.699,-1.90,0.15,-3.80,0.190,0.04,8.533,4.19,26.90 ,present ,12.68 ,56.70 ,
13/07/2021,14:00:00,16.23,0.648,5.813,-1.87,0.15,-3.80,0.251,0.09,8.518,4.19,27.60 ,present ,12.64 ,56.70 ,
13/07/2021,14:10:00,16.37,-0.038,5.520,-1.85,0.15,-3.80,-0.012,0.00,8.514,4.19,27.50 ,present ,12.67 ,56.10 ,
13/07/2021,14:20:00,16.51,-0.225,5.242,-1.78,0.15,-3.80,-0.121,-0.03,8.506,4.19,27.50 ,present ,12.67 ,56.40 ,
13/07/2021,14:30:00,16.64,0.021,5.519,-1.83,0.15,-3.80,-0.146,0.00,8.503,4.19,27.40 ,present ,12.64 ,56.10 ,
13/07/2021,14:40:00,16.78,0.037,5.580,-1.84,0.15,-3.80,-0.001,0.00,8.499,4.19,27.40 ,present ,12.64 ,56.40 ,
13/07/2021,14:50:00,16.93,0.131,5.446,-1.77,0.15,-3.80,-0.181,0.01,8.491,4.19,27.60 ,present ,12.64 ,56.40 ,
13/07/2021,15:00:00,17.05,0.121,5.337,-1.73,0.15,-3.80,-0.071,0.01,8.488,4.19,27.80 ,present ,12.67 ,56.10 ,
13/07/2021,15:10:00,17.21,0.283,5.735,-1.83,0.15,-3.80,0.057,0.03,8.480,4.19,28.60 ,present ,12.64 ,56.70 ,
13/07/2021,15:20:00,17.45,-0.035,5.478,-1.77,0.15,-3.80,-0.017,0.00,8.473,4.19,29.20 ,present ,12.64 ,57.00 ,
13/07/2021,15:30:00,17.54,-0.185,5.167,-1.68,0.15,-3.80,-0.411,-0.02,8.469,4.19,29.20 ,present ,12.68 ,56.70 ,
13/07/2021,15:40:00,17.70,0.027,5.731,-1.83,0.15,-3.80,0.005,0.00,8.462,4.19,30.10 ,present ,12.64 ,57.00 ,
13/07/2021,15:50:00,17.89,0.183,5.407,-1.69,0.15,-3.80,-0.135,0.02,8.458,4.19,30.20 ,present ,12.67 ,56.40 ,
13/07/2021,16:00:00,17.97,-0.199,5.138,-1.65,0.15,-3.80,-0.264,-0.02,8.454,4.19,29.50 ,present ,12.67 ,55.80 ,
13/07/2021,16:10:00,18.03,0.095,5.246,-1.64,0.15,-3.80,-0.348,0.01,8.451,4.19,28.70 ,present ,12.67 ,55.50 ,
13/07/2021,16:20:00,18.07,-0.385,5.152,-1.68,0.15,-3.80,-0.420,-0.05,8.451,4.19,27.90 ,present ,12.67 ,55.80 ,
13/07/2021,16:30:00,18.03,-0.858,4.594,-1.56,0.15,-3.80,-0.858,-0.11,8.451,4.19,27.40 ,present ,12.67 ,55.80 ,
13/07/2021,16:40:00,17.95,-0.829,4.470,-1.52,0.15,-3.80,-0.831,-0.11,8.454,4.19,26.90 ,present ,12.67 ,55.50 ,
13/07/2021,16:50:00,17.80,-0.882,4.244,-1.46,0.15,-3.80,-0.933,-0.12,8.458,4.19,26.10 ,present ,12.67 ,55.50 ,
13/07/2021,17:00:00,17.65,-1.084,4.033,-1.43,0.15,-3.80,-0.874,-0.15,8.465,4.19,25.90 ,present ,12.67 ,55.50 ,
13/07/2021,17:10:00,17.52,-1.152,3.928,-1.41,0.15,-3.80,-1.165,-0.15,8.469,4.19,25.30 ,present ,12.67 ,55.50 ,
13/07/2021,17:20:00,17.37,-0.529,3.971,-1.34,0.15,-3.80,-0.963,-0.07,8.476,4.19,24.90 ,present ,12.67 ,55.50 ,
13/07/2021,17:30:00,17.26,-1.081,3.959,-1.42,0.15,-3.80,-0.910,-0.15,8.480,4.19,24.80 ,present ,12.63 ,55.80 ,
13/07/2021,17:40:00,17.16,-0.611,3.856,-1.33,0.15,-3.80,-1.052,-0.08,8.484,4.19,24.50 ,present ,12.66 ,55.20 ,
13/07/2021,17:50:00,17.01,-0.640,3.851,-1.34,0.15,-3.80,-1.016,-0.08,8.488,4.19,24.30 ,present ,12.67 ,55.50 ,
13/07/2021,18:00:00,16.90,-0.757,3.904,-1.38,0.15,-3.80,-0.944,-0.10,8.491,4.19,24.30 ,present ,12.63 ,55.50 ,
13/07/2021,18:10:00,16.77,-0.582,3.751,-1.31,0.15,-3.80,-0.984,-0.08,8.499,4.19,24.00 ,present ,12.67 ,55.50 ,
13/07/2021,18:20:00,16.66,-0.705,3.892,-1.38,0.15,-3.80,-0.996,-0.09,8.503,4.19,24.00 ,present ,12.67 ,55.80 ,
13/07/2021,18:30:00,16.54,-0.879,3.705,-1.34,0.15,-3.80,-0.992,-0.12,8.506,4.19,23.60 ,present ,12.67 ,55.50 ,
13/07/2021,18:40:00,16.37,-0.826,3.671,-1.33,0.15,-3.80,-1.080,-0.11,8.514,4.19,23.30 ,present ,12.63 ,55.50 ,
13/07/2021,18:50:00,16.19,-0.630,3.621,-1.29,0.15,-3.80,-1.175,-0.08,8.521,4.19,23.20 ,present ,12.67 ,55.50 ,
13/07/2021,19:00:00,16.03,-1.095,3.542,-1.34,0.15,-3.80,-1.188,-0.15,8.525,4.19,22.80 ,present ,12.66 ,54.90 ,
13/07/2021,19:10:00,15.88,-0.942,3.766,-1.40,0.15,-3.80,-0.916,-0.13,8.533,4.19,22.80 ,present ,12.66 ,55.20 ,
13/07/2021,19:20:00,15.84,-0.494,3.939,-1.40,0.15,-3.80,-0.853,-0.06,8.533,4.19,22.60 ,present ,12.67 ,55.50 ,
13/07/2021,19:30:00,15.77,-0.468,3.716,-1.32,0.15,-3.80,-0.844,-0.06,8.536,4.19,22.50 ,present ,12.66 ,55.20 ,
13/07/2021,19:40:00,15.65,-0.534,3.671,-1.32,0.15,-3.80,-0.876,-0.07,8.540,4.19,22.30 ,present ,12.66 ,55.20 ,
13/07/2021,19:50:00,15.49,-0.640,3.585,-1.31,0.15,-3.80,-1.061,-0.08,8.548,4.19,22.40 ,present ,12.70 ,54.90 ,
13/07/2021,20:00:00,15.37,-0.781,3.686,-1.38,0.15,-3.80,-0.957,-0.10,8.551,4.19,21.80 ,present ,12.66 ,55.20 ,
13/07/2021,20:10:00,15.23,-0.809,3.586,-1.35,0.15,-3.80,-1.043,-0.11,8.555,4.19,21.70 ,present ,12.66 ,55.20 ,
13/07/2021,20:20:00,15.10,-0.931,3.504,-1.34,0.15,-3.80,-1.049,-0.13,8.559,4.19,21.60 ,present ,12.66 ,55.20 ,
13/07/2021,20:30:00,14.98,-0.643,3.597,-1.34,0.15,-3.80,-0.899,-0.09,8.566,4.19,21.60 ,present ,12.66 ,55.20 ,
13/07/2021,20:40:00,14.87,-0.422,3.701,-1.36,0.15,-3.80,-0.884,-0.05,8.570,4.19,21.20 ,present ,12.66 ,54.60 ,
13/07/2021,20:50:00,14.77,-0.752,3.693,-1.40,0.15,-3.80,-0.860,-0.10,8.574,4.19,21.20 ,present ,12.67 ,55.50 ,
13/07/2021,21:00:00,14.65,-0.770,3.689,-1.41,0.15,-3.80,-0.897,-0.10,8.578,4.19,21.20 ,present ,12.66 ,55.20 ,
13/07/2021,21:10:00,14.58,-0.519,3.648,-1.36,0.15,-3.80,-0.818,-0.07,8.582,4.19,21.10 ,present ,12.66 ,55.20 ,
13/07/2021,21:20:00,14.53,-0.430,3.787,-1.41,0.15,-3.80,-0.709,-0.06,8.582,4.19,21.20 ,present ,12.67 ,55.50 ,
13/07/2021,21:30:00,14.49,-0.467,3.963,-1.48,0.15,-3.80,-0.708,-0.06,8.585,4.19,21.20 ,present ,12.66 ,54.90 ,
13/07/2021,21:40:00,14.44,-0.504,3.883,-1.46,0.15,-3.80,-0.753,-0.07,8.585,4.19,21.20 ,present ,12.67 ,55.50 ,
13/07/2021,21:50:00,14.37,-0.535,3.798,-1.43,0.15,-3.80,-0.725,-0.07,8.589,4.19,20.90 ,present ,12.66 ,54.60 ,
13/07/2021,22:00:00,14.30,-0.326,3.674,-1.36,0.15,-3.80,-0.853,-0.04,8.589,4.19,20.80 ,present ,12.66 ,54.90 ,
13/07/2021,22:10:00,14.24,-0.291,3.800,-1.41,0.15,-3.80,-0.692,-0.04,8.593,4.19,20.80 ,present ,12.66 ,54.60 ,
13/07/2021,22:20:00,14.17,-0.573,3.795,-1.45,0.15,-3.80,-0.733,-0.08,8.597,4.19,20.70 ,present ,12.66 ,55.20 ,
13/07/2021,22:30:00,14.12,-0.242,3.788,-1.40,0.15,-3.80,-0.573,-0.03,8.597,4.19,20.80 ,present ,12.70 ,55.20 ,
13/07/2021,22:40:00,14.07,-0.503,3.829,-1.46,0.15,-3.80,-0.662,-0.07,8.601,4.19,20.80 ,present ,12.70 ,54.90 ,
13/07/2021,22:50:00,14.02,-0.355,3.863,-1.45,0.15,-3.80,-0.660,-0.05,8.601,4.19,20.80 ,present ,12.66 ,54.60 ,
13/07/2021,23:00:00,13.96,-0.453,3.790,-1.44,0.15,-3.80,-0.753,-0.06,8.604,4.19,20.60 ,present ,12.66 ,54.90 ,
13/07/2021,23:10:00,13.93,-0.235,3.920,-1.46,0.15,-3.80,-0.670,-0.03,8.604,4.19,20.60 ,present ,12.70 ,55.20 ,
13/07/2021,23:20:00,13.92,-0.211,3.830,-1.42,0.15,-3.80,-0.570,-0.02,8.604,4.19,20.70 ,present ,12.66 ,54.60 ,
13/07/2021,23:30:00,13.90,-0.384,3.934,-1.49,0.15,-3.80,-0.633,-0.05,8.604,4.19,20.80 ,present ,12.66 ,54.90 ,
13/07/2021,23:40:00,13.88,-0.544,3.815,-1.47,0.15,-3.80,-0.661,-0.07,8.608,4.19,20.70 ,present ,12.69 ,54.60 ,
13/07/2021,23:50:00,13.85,-0.431,3.884,-1.48,0.15,-3.80,-0.476,-0.06,8.608,4.19,20.60 ,present ,12.66 ,54.60 ,
14/07/2021,00:00:00,13.82,-0.154,3.865,-1.43,0.15,-3.80,-0.539,-0.02,8.608,4.19,20.60 ,present ,12.66 ,55.20 ,
14/07/2021,00:10:00,13.80,-0.243,3.898,-1.46,0.15,-3.80,-0.597,-0.03,8.608,4.19,20.60 ,present ,12.70 ,54.90 ,
14/07/2021,00:20:00,13.78,-0.097,3.789,-1.40,0.15,-3.80,-0.694,-0.01,8.612,4.19,20.70 ,present ,12.66 ,54.30 ,
14/07/2021,00:30:00,13.75,-0.134,3.777,-1.40,0.15,-3.80,-0.563,-0.01,8.612,4.19,20.80 ,present ,12.66 ,54.90 ,
14/07/2021,00:40:00,13.72,-0.507,3.853,-1.48,0.15,-3.80,-0.599,-0.07,8.612,4.19,20.70 ,present ,12.66 ,54.60 ,
14/07/2021,00:50:00,13.69,-0.501,3.713,-1.43,0.15,-3.80,-0.709,-0.07,8.616,4.19,20.60 ,present ,12.69 ,54.60 ,
14/07/2021,01:00:00,13.66,-0.175,3.786,-1.42,0.15,-3.80,-0.552,-0.02,8.616,4.19,20.50 ,present ,12.70 ,54.90 ,
14/07/2021,01:10:00,13.60,-0.437,3.705,-1.43,0.15,-3.80,-0.611,-0.06,8.616,4.19,20.70 ,present ,12.66 ,54.30 ,
14/07/2021,01:20:00,13.57,-0.276,3.820,-1.45,0.15,-3.80,-0.584,-0.03,8.620,4.19,20.40 ,present ,12.70 ,54.90 ,
14/07/2021,01:30:00,13.56,-0.237,3.828,-1.45,0.15,-3.80,-0.657,-0.03,8.620,4.19,20.29 ,present ,12.69 ,54.30 ,
14/07/2021,01:40:00,13.54,-0.474,3.867,-1.50,0.15,-3.80,-0.633,-0.06,8.620,4.19,20.29 ,present ,12.66 ,54.90 ,
14/07/2021,01:50:00,13.53,-0.457,3.860,-1.49,0.15,-3.80,-0.572,-0.06,8.620,4.19,20.29 ,present ,12.70 ,54.90 ,
14/07/2021,02:00:00,13.54,-0.058,3.914,-1.46,0.15,-3.80,-0.441,0.00,8.620,4.19,20.40 ,present ,12.69 ,54.60 ,
14/07/2021,02:10:00,13.54,-0.240,3.867,-1.46,0.15,-3.80,-0.587,-0.03,8.620,4.19,20.40 ,present ,12.70 ,55.20 ,
14/07/2021,02:20:00,13.53,-0.472,3.920,-1.52,0.15,-3.80,-0.568,-0.06,8.620,4.19,20.60 ,present ,12.66 ,54.30 ,
14/07/2021,02:30:00,13.49,-0.323,3.896,-1.49,0.15,-3.80,-0.659,-0.04,8.623,4.19,20.20 ,present ,12.66 ,54.90 ,
14/07/2021,02:40:00,13.46,-0.096,3.730,-1.40,0.15,-3.80,-0.465,-0.01,8.623,4.19,20.29 ,present ,12.66 ,54.90 ,
14/07/2021,02:50:00,13.46,-0.359,3.882,-1.49,0.15,-3.80,-0.533,-0.05,8.623,4.19,20.29 ,present ,12.69 ,54.60 ,
14/07/2021,03:00:00,13.45,-0.417,3.957,-1.53,0.15,-3.80,-0.576,-0.05,8.623,4.19,20.40 ,present ,12.70 ,55.20 ,
14/07/2021,03:10:00,13.45,-0.474,3.924,-1.52,0.15,-3.80,-0.469,-0.06,8.623,4.19,20.29 ,present ,12.69 ,54.30 ,
14/07/2021,03:20:00,13.44,-0.328,3.861,-1.48,0.15,-3.80,-0.559,-0.04,8.623,4.19,20.40 ,present ,12.66 ,54.90 ,
14/07/2021,03:30:00,13.45,-0.400,3.863,-1.49,0.15,-3.80,-0.512,-0.05,8.623,4.19,20.20 ,present ,12.66 ,54.90 ,
14/07/2021,03:40:00,13.42,0.008,3.780,-1.40,0.15,-3.80,-0.643,0.00,8.623,4.19,20.29 ,present ,12.66 ,54.60 ,
14/07/2021,03:50:00,13.42,-0.035,3.827,-1.43,0.15,-3.80,-0.452,0.00,8.623,4.19,20.29 ,present ,12.66 ,55.20 ,
14/07/2021,04:00:00,13.41,-0.096,3.821,-1.43,0.15,-3.80,-0.523,-0.01,8.623,4.19,20.10 ,present ,12.69 ,54.30 ,
14/07/2021,04:10:00,13.40,-0.504,3.979,-1.55,0.15,-3.80,-0.572,-0.07,8.623,4.19,20.29 ,present ,12.70 ,54.90 ,
14/07/2021,04:20:00,13.41,-0.230,3.845,-1.46,0.15,-3.80,-0.512,-0.03,8.623,4.19,20.40 ,present ,12.66 ,54.90 ,
14/07/2021,04:30:00,13.40,-0.160,3.978,-1.50,0.15,-3.80,-0.521,-0.02,8.623,4.19,20.29 ,present ,12.66 ,54.60 ,
14/07/2021,04:40:00,13.42,-0.574,3.975,-1.56,0.15,-3.80,-0.499,-0.08,8.623,4.19,20.29 ,present ,12.66 ,54.90 ,
14/07/2021,04:50:00,13.41,-0.142,3.852,-1.45,0.15,-3.80,-0.519,-0.02,8.623,4.19,20.20 ,present ,12.69 ,54.30 ,
14/07/2021,05:00:00,13.41,-0.387,3.961,-1.53,0.15,-3.80,-0.535,-0.05,8.623,4.19,20.40 ,present ,12.66 ,54.60 ,
14/07/2021,05:10:00,13.41,-0.045,3.782,-1.41,0.15,-3.80,-0.512,0.00,8.623,4.19,20.20 ,present ,12.66 ,54.90 ,
14/07/2021,05:20:00,13.41,-0.054,3.929,-1.47,0.15,-3.80,-0.464,0.00,8.623,4.19,20.40 ,present ,12.69 ,54.60 ,
14/07/2021,05:30:00,13.42,-0.088,3.911,-1.47,0.15,-3.80,-0.507,-0.01,8.623,4.19,20.20 ,present ,12.66 ,54.90 ,
14/07/2021,05:40:00,13.42,-0.128,3.780,-1.42,0.15,-3.80,-0.503,-0.01,8.623,4.19,20.10 ,present ,12.66 ,54.30 ,
14/07/2021,05:50:00,13.42,-0.129,4.003,-1.51,0.15,-3.80,-0.376,-0.01,8.623,4.19,20.40 ,present ,12.70 ,54.90 ,
14/07/2021,06:00:00,13.44,-0.308,4.068,-1.56,0.15,-3.80,-0.522,-0.04,8.623,4.19,20.29 ,present ,12.66 ,54.90 ,
14/07/2021,06:10:00,13.47,-0.290,3.840,-1.46,0.15,-3.80,-0.500,-0.04,8.623,4.19,21.10 ,present ,12.66 ,55.20 ,
14/07/2021,06:20:00,13.46,-0.397,3.978,-1.53,0.15,-3.80,-0.462,-0.05,8.623,4.19,20.50 ,present ,12.66 ,55.20 ,
14/07/2021,06:30:00,13.45,-0.397,4.023,-1.55,0.15,-3.80,-0.603,-0.05,8.623,4.19,20.60 ,present ,12.66 ,54.60 ,
14/07/2021,06:40:00,13.48,-0.325,3.984,-1.52,0.15,-3.80,-0.436,-0.04,8.623,4.19,20.70 ,present ,12.66 ,54.90 ,
14/07/2021,06:50:00,13.51,-0.202,4.077,-1.54,0.15,-3.80,-0.431,-0.02,8.620,4.19,20.80 ,present ,12.69 ,54.60 ,
14/07/2021,07:00:00,13.57,0.084,4.074,-1.49,0.15,-3.80,-0.342,0.01,8.620,4.19,21.00 ,present ,12.70 ,54.90 ,
14/07/2021,07:10:00,13.62,-0.175,4.096,-1.54,0.15,-3.80,-0.390,-0.02,8.616,4.19,20.80 ,present ,12.70 ,55.20 ,
14/07/2021,07:20:00,13.64,-0.441,4.081,-1.57,0.15,-3.80,-0.381,-0.06,8.616,4.19,20.80 ,present ,12.66 ,54.60 ,
14/07/2021,07:30:00,13.67,0.102,4.100,-1.50,0.15,-3.80,-0.373,0.01,8.616,4.19,20.80 ,present ,12.66 ,54.90 ,
14/07/2021,07:40:00,13.70,0.018,4.073,-1.50,0.15,-3.80,-0.320,0.00,8.612,4.19,20.90 ,present ,12.69 ,54.60 ,
14/07/2021,07:50:00,13.71,-0.215,4.091,-1.53,0.15,-3.80,-0.349,-0.03,8.612,4.19,21.00 ,present ,12.66 ,54.90 ,
14/07/2021,08:00:00,13.73,-0.419,4.051,-1.55,0.15,-3.80,-0.422,-0.05,8.612,4.19,21.00 ,present ,12.70 ,55.20 ,
14/07/2021,08:10:00,13.77,-0.209,3.985,-1.49,0.15,-3.80,-0.440,-0.02,8.612,4.19,20.90 ,present ,12.70 ,54.90 ,
14/07/2021,08:20:00,13.76,-0.571,3.962,-1.53,0.15,-3.80,-0.632,-0.08,8.612,4.19,21.00 ,present ,12.66 ,54.60 ,
14/07/2021,08:30:00,13.77,-0.526,4.009,-1.54,0.15,-3.80,-0.346,-0.07,8.612,4.19,21.20 ,present ,12.66 ,54.90 ,
14/07/2021,08:40:00,13.81,-0.087,4.069,-1.50,0.15,-3.80,-0.407,-0.01,8.608,4.19,21.20 ,present ,12.66 ,54.90 ,
14/07/2021,08:50:00,13.86,-0.496,4.136,-1.58,0.15,-3.80,-0.319,-0.07,8.608,4.19,21.10 ,present ,12.66 ,54.90 ,
14/07/2021,09:00:00,13.91,-0.078,4.206,-1.55,0.15,-3.80,-0.343,-0.01,8.604,4.19,21.30 ,present ,12.66 ,54.90 ,
14/07/2021,09:10:00,13.98,-0.006,4.242,-1.55,0.15,-3.80,-0.353,0.00,8.604,4.19,21.40 ,present ,12.66 ,54.60 ,
14/07/2021,09:20:00,14.05,-0.020,4.359,-1.59,0.15,-3.80,-0.161,0.00,8.601,4.19,21.70 ,present ,12.66 ,54.90 ,
14/07/2021,09:30:00,14.16,0.170,4.409,-1.57,0.15,-3.80,-0.253,0.02,8.597,4.19,22.10 ,present ,12.70 ,55.20 ,
14/07/2021,09:40:00,14.28,0.228,4.543,-1.61,0.15,-3.80,-0.147,0.03,8.593,4.19,21.90 ,present ,12.66 ,55.20 ,
14/07/2021,09:50:00,14.40,0.129,4.570,-1.62,0.15,-3.80,-0.092,0.01,8.585,4.19,22.50 ,present ,12.66 ,54.30 ,
14/07/2021,10:00:00,14.53,-0.291,4.620,-1.69,0.15,-3.80,-0.118,-0.04,8.582,4.19,22.70 ,present ,12.66 ,55.20 ,
14/07/2021,10:10:00,14.69,-0.120,4.799,-1.72,0.15,-3.80,-0.069,-0.01,8.578,4.19,23.00 ,present ,12.66 ,55.20 ,
14/07/2021,10:20:00,15.03,0.725,5.629,-1.88,0.15,-3.80,0.523,0.10,8.563,4.19,24.30 ,present ,12.67 ,55.50 ,
14/07/2021,10:30:00,15.36,0.685,5.620,-1.86,0.15,-3.80,0.301,0.09,8.551,4.19,25.70 ,present ,12.64 ,56.10 ,
14/07/2021,10:40:00,15.58,-0.010,5.766,-1.99,0.15,-3.80,0.563,0.00,8.544,4.19,26.90 ,present ,12.67 ,56.10 ,
14/07/2021,10:50:00,15.79,0.243,5.965,-2.01,0.15,-3.80,0.662,0.03,8.536,4.19,27.80 ,present ,12.67 ,55.80 ,
14/07/2021,11:00:00,16.26,0.142,6.351,-2.12,0.15,-3.80,0.767,0.01,8.518,4.19,29.10 ,present ,12.64 ,56.10 ,
14/07/2021,11:10:00,16.76,0.281,6.226,-2.02,0.15,-3.80,0.663,0.03,8.499,4.19,29.30 ,present ,12.67 ,56.10 ,
14/07/2021,11:20:00,17.01,-0.403,5.267,-1.78,0.15,-3.80,-0.070,-0.05,8.488,4.19,28.90 ,present ,12.67 ,55.80 ,
14/07/2021,11:30:00,17.07,-0.028,5.060,-1.65,0.15,-3.80,-0.122,0.00,8.488,4.19,28.50 ,present ,12.66 ,54.60 ,
14/07/2021,11:40:00,17.14,-0.647,4.840,-1.66,0.15,-3.80,-0.350,-0.09,8.484,4.19,28.00 ,present ,12.66 ,54.90 ,
14/07/2021,11:50:00,17.19,-0.226,4.964,-1.64,0.15,-3.80,-0.274,-0.03,8.484,4.19,27.40 ,present ,12.66 ,55.20 ,
14/07/2021,12:00:00,17.25,-0.128,5.081,-1.66,0.15,-3.80,-0.201,-0.01,8.480,4.19,27.40 ,present ,12.67 ,55.50 ,
14/07/2021,12:10:00,17.39,-0.409,5.224,-1.74,0.15,-3.80,-0.266,-0.05,8.476,4.19,27.60 ,present ,12.67 ,55.80 ,
14/07/2021,12:20:00,17.55,0.115,5.397,-1.72,0.15,-3.80,-0.060,0.01,8.469,4.19,28.10 ,present ,12.67 ,55.80 ,
14/07/2021,12:30:00,17.69,-0.135,5.233,-1.69,0.15,-3.80,-0.151,-0.01,8.465,4.19,28.60 ,present ,12.67 ,55.80 ,
14/07/2021,12:40:00,17.77,-0.397,5.100,-1.68,0.15,-3.80,-0.264,-0.05,8.462,4.19,28.50 ,present ,12.67 ,55.50 ,
14/07/2021,12:50:00,17.88,-0.324,5.541,-1.81,0.15,-3.80,-0.086,-0.04,8.458,4.19,29.00 ,present ,12.67 ,55.80 ,
14/07/2021,13:00:00,18.05,0.035,5.473,-1.72,0.15,-3.80,-0.175,0.00,8.451,4.19,29.60 ,present ,12.67 ,55.80 ,
14/07/2021,13:10:00,18.23,-0.371,5.424,-1.75,0.15,-3.80,-0.082,-0.05,8.443,4.19,29.90 ,present ,12.67 ,55.50 ,
14/07/2021,13:20:00,18.30,-0.048,5.303,-1.67,0.15,-3.80,-0.218,0.00,8.439,4.19,29.70 ,present ,12.67 ,55.50 ,
14/07/2021,13:30:00,18.35,-0.538,5.284,-1.72,0.15,-3.80,-0.325,-0.07,8.439,4.19,29.60 ,present ,12.66 ,54.90 ,
14/07/2021,13:40:00,18.42,-0.101,5.279,-1.66,0.15,-3.80,-0.132,-0.01,8.436,4.19,30.00 ,present ,12.67 ,56.10 ,
14/07/2021,13:50:00,18.57,-0.153,5.554,-1.75,0.15,-3.80,-0.236,-0.02,8.432,4.19,30.50 ,present ,12.67 ,56.10 ,
14/07/2021,14:00:00,18.72,-0.117,5.686,-1.77,0.15,-3.80,-0.088,-0.01,8.425,4.19,30.90 ,present ,12.67 ,56.10 ,
14/07/2021,14:10:00,18.93,0.095,5.612,-1.71,0.15,-3.80,0.015,0.01,8.417,4.19,31.40 ,present ,12.67 ,56.10 ,
14/07/2021,14:20:00,19.04,0.175,5.841,-1.76,0.15,-3.80,-0.010,0.02,8.414,4.19,31.80 ,present ,12.67 ,56.10 ,
14/07/2021,14:30:00,19.31,0.288,6.141,-1.82,0.15,-3.80,0.192,0.03,8.403,4.19,31.90 ,present ,12.67 ,55.80 ,
14/07/2021,14:40:00,19.59,0.553,6.353,-1.84,0.15,-3.80,0.312,0.07,8.395,4.19,31.90 ,present ,12.67 ,55.50 ,
14/07/2021,14:50:00,19.84,0.376,6.357,-1.85,0.15,-3.80,0.237,0.05,8.384,4.19,32.20 ,present ,12.67 ,55.80 ,
14/07/2021,15:00:00,19.99,-0.064,5.974,-1.78,0.15,-3.80,-0.012,0.00,8.381,4.19,32.59 ,present ,12.67 ,55.80 ,
14/07/2021,15:10:00,20.27,0.503,6.319,-1.79,0.15,-3.80,0.116,0.06,8.370,4.19,33.20 ,present ,12.67 ,55.80 ,
14/07/2021,15:20:00,20.47,0.215,6.287,-1.81,0.15,-3.80,0.103,0.02,8.362,4.19,34.20 ,present ,12.64 ,56.40 ,
14/07/2021,15:30:00,20.65,-0.193,6.118,-1.81,0.15,-3.80,-0.202,-0.02,8.355,4.19,35.50 ,present ,12.68 ,56.70 ,
14/07/2021,15:40:00,20.83,-0.211,5.973,-1.76,0.15,-3.80,-0.241,-0.02,8.348,4.19,35.80 ,present ,12.68 ,56.70 ,
14/07/2021,15:50:00,20.94,-0.480,5.495,-1.65,0.15,-3.80,-0.429,-0.06,8.344,4.19,35.30 ,present ,12.64 ,56.10 ,
14/07/2021,16:00:00,20.94,-0.581,5.291,-1.60,0.15,-3.80,-0.585,-0.07,8.344,4.19,33.90 ,present ,12.67 ,55.50 ,
14/07/2021,16:10:00,20.93,-0.337,5.163,-1.53,0.15,-3.80,-0.587,-0.04,8.344,4.19,32.50 ,present ,12.66 ,55.20 ,
14/07/2021,16:20:00,20.90,-0.189,5.110,-1.49,0.15,-3.80,-0.556,-0.02,8.344,4.19,31.00 ,present ,12.66 ,55.20 ,
