Sample_ID,Analysis_Run,Sample_Type,Tree_Number,Depth,TIMESTAMP,del_O,del_D
JW__T5B0708,HD642/GB810,Transpiration,5,NaN,7/8/21 0:00,16.95,51.6
JW__T6B0708,HD642/GB810,Transpiration,6,NaN,7/8/21 0:00,15.48,55.6
JW__T1B0709,HD642/GB810,Transpiration,1,NaN,7/9/21 0:00,8.66,72.7
JW__T2B0709,HD642/GB810,Transpiration,2,NaN,7/9/21 0:00,6.42,82.5
JW__T3B0709,HD642/GB810,Transpiration,3,NaN,7/9/21 0:00,12.34,55.9
JW__T4B0709,HD642/GB810,Transpiration,4,NaN,7/9/21 0:00,9.07,89.8
JW__T5B0709,HD642/GB810,Transpiration,5,NaN,7/9/21 0:00,6.9,80.6
JW__T6B0709,HD642/GB810,Transpiration,6,NaN,7/9/21 0:00,7.76,75.8
JW__T1B0710,HD642/GB810,Transpiration,1,NaN,7/10/21 0:00,3.73,32.3
JW__T2B0710,HD642/GB810,Transpiration,2,NaN,7/10/21 0:00,8.71,63.9
JW__T4B0710,HD642/GB810,Transpiration,4,NaN,7/10/21 0:00,9.12,71.6
JW__T5B0710,HD642/GB810,Transpiration,5,NaN,7/10/21 0:00,5.44,60.5
JW__T6B0710,HD642/GB810,Transpiration,6,NaN,7/10/21 0:00,4.63,66
JW__T1B0711,HD642/GB810,Transpiration,1,NaN,7/11/21 0:00,2.02,7.9
JW__T2B0711,HD642/GB810,Transpiration,2,NaN,7/11/21 0:00,4.23,37.7
JW__T4B0711,HD642/GB810,Transpiration,4,NaN,7/11/21 0:00,3.91,31.4
JW__T6B0711,HD642/GB810,Transpiration,6,NaN,7/11/21 0:00,2.81,40.1
JW__T2B0712,HD642/GB810,Transpiration,2,NaN,7/12/21 0:00,1.83,29.4
JW__T3B0712,HD642/GB810,Transpiration,3,NaN,7/12/21 0:00,3.93,26.1
JW__T4B0712,HD642/GB810,Transpiration,4,NaN,7/12/21 0:00,2.08,37.2
JW__T5B0712,HD642/GB810,Transpiration,5,NaN,7/12/21 0:00,2.44,27.3
JW__T6B0712,HD642/GB810,Transpiration,6,NaN,7/12/21 0:00,1.57,22.5
JW__T1B0713,HD642/GB810,Transpiration,1,NaN,7/13/21 0:00,-0.63,-2.3
JW__T4B0713,HD642/GB810,Transpiration,4,NaN,7/13/21 0:00,2.45,24.5
JW__T6B0613,HD642/GB810,Transpiration,6,NaN,7/13/21 0:00,1.95,24.7
JW__T1B0714,HD642/GB810,Transpiration,1,NaN,7/14/21 0:00,-0.87,-7.5
JW__T2B0714,HD642/GB810,Transpiration,2,NaN,7/14/21 0:00,0.97,24.5
JW__T3B0714,HD642/GB810,Transpiration,3,NaN,7/14/21 0:00,4.85,28.1
JW__T4B0714,HD642/GB810,Transpiration,4,NaN,7/14/21 0:00,3.4,31.9
JW__T6B0714,HD642/GB810,Transpiration,6,NaN,7/14/21 0:00,2.21,29
JW__T1B0715,HD642/GB810,Transpiration,1,NaN,7/15/21 0:00,-1.95,-8
JW__T2B0715,HD642/GB810,Transpiration,2,NaN,7/15/21 0:00,-0.18,11
JW__T3B0715,HD642/GB810,Transpiration,3,NaN,7/15/21 0:00,1.67,14.6
JW__T4B0715,HD642/GB810,Transpiration,4,NaN,7/15/21 0:00,2.73,27.2
JW__T5B0715,HD642/GB810,Transpiration,5,NaN,7/15/21 0:00,0.01,24.1
JW__T6B0715,HD642/GB810,Transpiration,6,NaN,7/15/21 0:00,2.58,30.3
JW__T1B0716,HD642/GB810,Transpiration,1,NaN,7/16/21 0:00,-2.44,-15.5
JW__T2B0716,HD642/GB810,Transpiration,2,NaN,7/16/21 0:00,0.99,23.4
JW__T3B0716,HD642/GB810,Transpiration,3,NaN,7/16/21 0:00,4.75,23.8
JW__T4B0716,HD642/GB810,Transpiration,4,NaN,7/16/21 0:00,3.3,31.6
JW__T5B0716,HD642/GB810,Transpiration,5,NaN,7/16/21 0:00,0.38,24.4
JW__T6B0716,HD642/GB810,Transpiration,6,NaN,7/16/21 0:00,0.96,26.9
JW__T1B0717,HD642/GB810,Transpiration,1,NaN,7/17/21 0:00,-1.97,-14.5
JW__T2B0717,HD642/GB810,Transpiration,2,NaN,7/17/21 0:00,2.64,24.6
JW__T3B0717,HD642/GB810,Transpiration,3,NaN,7/17/21 0:00,2.97,16.2
JW__T4B0717,HD642/GB810,Transpiration,4,NaN,7/17/21 0:00,5.16,30.7
JW__T5B0717,HD642/GB810,Transpiration,5,NaN,7/17/21 0:00,3.74,31.3
JW__T6B0717,HD642/GB810,Transpiration,6,NaN,7/17/21 0:00,3.4,31.1
JW__T1B0718,HD642/GB810,Transpiration,1,NaN,7/18/21 0:00,1.92,-2.9
JW__T2B0718,HD642/GB810,Transpiration,2,NaN,7/18/21 0:00,7.59,42.8
JW__T3B0718,HD642/GB810,Transpiration,3,NaN,7/18/21 0:00,10.64,43.7
JW__T4B0718,HD642/GB810,Transpiration,4,NaN,7/18/21 0:00,6.8,41.8
JW__T5B0718,HD642/GB810,Transpiration,5,NaN,7/18/21 0:00,5.64,37.3
JW__T6B0718,HD642/GB810,Transpiration,6,NaN,7/18/21 0:00,6.66,43.1
JW__T1B0719,HD642/GB810,Transpiration,1,NaN,7/19/21 0:00,-0.39,25.6
JW__T2B0719,HD642/GB810,Transpiration,2,NaN,7/19/21 0:00,9.94,44.8
JW__T3B0719,HD642/GB810,Transpiration,3,NaN,7/19/21 0:00,9.76,31.8
JW__T4B0719,HD642/GB810,Transpiration,4,NaN,7/19/21 0:00,7.8,46.4
JW__T5B0719,HD642/GB810,Transpiration,5,NaN,7/19/21 0:00,8.3,38.7
JW__T6B0719,HD642/GB810,Transpiration,6,NaN,7/19/21 0:00,7.33,46.2
JW__T1B0720,HD642/GB810,Transpiration,1,NaN,7/20/21 0:00,-1.71,29.1
JW__T2B0720,HD642/GB810,Transpiration,2,NaN,7/20/21 0:00,9.77,49.3
JW__T3B0720,HD642/GB810,Transpiration,3,NaN,7/20/21 0:00,12.92,49.3
JW__T4B0720,HD642/GB810,Transpiration,4,NaN,7/20/21 0:00,3.63,47.9
JW__T5B0720,HD642/GB810,Transpiration,5,NaN,7/20/21 0:00,7.55,41.2
JW__T6B0720,HD642/GB810,Transpiration,6,NaN,7/20/21 0:00,1.78,45.5
JW__T1B0721,HD642/GB810,Transpiration,1,NaN,7/21/21 0:00,-1.95,19.8
JW__T2B0721,HD642/GB810,Transpiration,2,NaN,7/21/21 0:00,1.09,60.2
JW__T3B0721,HD642/GB810,Transpiration,3,NaN,7/21/21 0:00,6.09,63.9
JW__T4B0721,HD642/GB810,Transpiration,4,NaN,7/21/21 0:00,-1.73,58
JW__T5B0721,HD642/GB810,Transpiration,5,NaN,7/21/21 0:00,3,53.5
JW__T6B0721,HD642/GB810,Transpiration,6,NaN,7/21/21 0:00,-1.63,39.5
JW__T1L1,HD642/GB810,Leaf,1,NaN,7/8/21 15:30,21.97,46
JW__T2L1,HD642/GB810,Leaf,2,NaN,7/8/21 15:40,20.59,60.2
JW__T3L1,HD642/GB810,Leaf,3,NaN,7/8/21 15:50,22.86,78.4
JW__T4L1,HD642/GB810,Leaf,4,NaN,7/8/21 16:00,20.2,73.6
JW__T5L1,HD642/GB810,Leaf,5,NaN,7/8/21 16:10,20.26,66.1
JW__T6L1,HD642/GB810,Leaf,6,NaN,7/8/21 16:15,20.17,54.4
JW__T1P1,HD642/GB810,Petiole,1,NaN,7/8/21 15:30,15.22,44.3
JW__T2P1,HD642/GB810,Petiole,2,NaN,7/8/21 15:40,7.84,33.5
JW__T3P1,HD642/GB810,Petiole,3,NaN,7/8/21 15:50,10.71,66.5
JW__T4P1,HD642/GB810,Petiole,4,NaN,7/8/21 16:00,9.48,72.5
JW__T5P1,HD642/GB810,Petiole,5,NaN,7/8/21 16:10,5.81,23.3
JW__T6P1,HD642/GB810,Petiole,6,NaN,7/8/21 16:15,9.53,28
JW__T1L2,HD642/GB810,Leaf,1,NaN,7/11/21 15:30,14.05,17.6
JW__T2L2,HD642/GB810,Leaf,2,NaN,7/11/21 15:40,13.97,39.5
JW__T3L2,HD642/GB810,Leaf,3,NaN,7/11/21 15:50,17.39,47.4
JW__T4L2,HD642/GB810,Leaf,4,NaN,7/11/21 16:00,14.36,46.9
JW__T5L2,HD642/GB810,Leaf,5,NaN,7/11/21 16:10,15.54,47.8
JW__T6L2,HD642/GB810,Leaf,6,NaN,7/11/21 16:20,16.99,57.1
JW__T1P2,HD642/GB810,Petiole,1,NaN,7/11/21 15:30,0.18,-26.3
JW__T2P2,HD643/GB811,Petiole,2,NaN,7/11/21 15:40,6.97,32.4
JW__T3P2,HD643/GB812,Petiole,3,NaN,7/11/21 15:50,11.7,14.4
JW__T4P2,HD643/GB813,Petiole,4,NaN,7/11/21 16:00,8.55,53
JW__T5P2,HD643/GB814,Petiole,5,NaN,7/11/21 16:10,5.86,12.9
JW__T6P2,HD643/GB815,Petiole,6,NaN,7/11/21 16:20,5.24,27.6
JW__T1L3,HD643/GB816,Leaf,1,NaN,7/14/21 14:30,8.24,0.3
JW__T2L3,HD643/GB817,Leaf,2,NaN,7/14/21 14:45,7.6,13.7
JW__T3L3,HD643/GB818,Leaf,3,NaN,7/14/21 14:55,12.05,31.3
JW__T4L3,HD643/GB819,Leaf,4,NaN,7/14/21 15:00,10.36,30.6
JW__T5L3,HD643/GB820,Leaf,5,NaN,7/14/21 15:10,9.91,28.8
JW__T6L3,HD643/GB821,Leaf,6,NaN,7/14/21 15:20,10.34,31.1
JW__T1P3,HD643/GB822,Petiole,1,NaN,7/14/21 14:30,-0.14,-32.7
JW__T2P3,HD643/GB823,Petiole,2,NaN,7/14/21 14:45,8.39,27.6
JW__T3P3,HD643/GB824,Petiole,3,NaN,7/14/21 14:55,14.63,38.8
JW__T5P3,HD643/GB825,Petiole,5,NaN,7/14/21 15:10,7.11,24.2
JW__T1B0703,HD643/GB826,Transpiration,1,NaN,7/3/21 0:00,-7.44,-56.7
JW__T2B0703,HD643/GB827,Transpiration,2,NaN,7/3/21 0:00,-6.42,-51.3
JW__T3B0703,HD643/GB828,Transpiration,3,NaN,7/3/21 0:00,-7.23,-55.7
JW__T4B0703,HD643/GB829,Transpiration,4,NaN,7/3/21 0:00,-4.1,-43
JW__T5B0703,HD643/GB830,Transpiration,5,NaN,7/3/21 0:00,-4.53,-47.4
JW__T6B0703,HD643/GB831,Transpiration,6,NaN,7/3/21 0:00,-6.31,-54.5
JW__T1B0704,HD643/GB832,Transpiration,1,NaN,7/4/21 0:00,-7.33,-55.3
JW__T2B0704,HD643/GB833,Transpiration,2,NaN,7/4/21 0:00,-6.53,-48.1
JW__T3B0704,HD643/GB834,Transpiration,3,NaN,7/4/21 0:00,-6.27,-48
JW__T5B0704,HD643/GB835,Transpiration,5,NaN,7/4/21 0:00,-6.69,-50.4
JW__T6B0704,HD643/GB836,Transpiration,6,NaN,7/4/21 0:00,-8.08,-57.9
JW__T1B0705,HD643/GB837,Transpiration,1,NaN,7/5/21 0:00,-7.93,-58.2
JW__T2B0705,HD643/GB838,Transpiration,2,NaN,7/5/21 0:00,-8.14,-58
JW__T3B0705,HD643/GB839,Transpiration,3,NaN,7/5/21 0:00,-6.07,-46.4
JW__T4B0705,HD643/GB840,Transpiration,4,NaN,7/5/21 0:00,-7.99,-55.3
JW__T6B0705,HD643/GB841,Transpiration,6,NaN,7/5/21 0:00,-7.61,-58.4
JW__T1B0706,HD643/GB842,Transpiration,1,NaN,7/6/21 0:00,-5.6,-56.4
JW__T2B0706,HD643/GB843,Transpiration,2,NaN,7/6/21 0:00,-6.44,-50.8
JW__T3B0706,HD643/GB844,Transpiration,3,NaN,7/6/21 0:00,-2.33,-52.9
JW__T4B0706,HD643/GB845,Transpiration,4,NaN,7/6/21 0:00,2.38,-56.6
JW__T5B0706,HD643/GB846,Transpiration,5,NaN,7/6/21 0:00,-2.63,-54.2
JW__T6B0706,HD643/GB847,Transpiration,6,NaN,7/6/21 0:00,-2.6,-59.4
JW__T1B0707,HD643/GB848,Transpiration,1,NaN,7/7/21 0:00,11.62,18.2
JW__T6P5,HD643/GB873,Petiole,6,NaN,7/21/21 15:55,-3.49,19
JW__T5P5,HD643/GB874,Petiole,5,NaN,7/21/21 15:50,-0.08,31.8
JW__T4P5,HD643/GB875,Petiole,4,NaN,7/21/21 15:40,-3.15,24.1
JW__T3P5,HD643/GB876,Petiole,3,NaN,7/21/21 15:30,-0.74,28.1
JW__T2P5,HD643/GB877,Petiole,2,NaN,7/21/21 15:20,-2.57,26.3
JW__T1P5,HD643/GB878,Petiole,1,NaN,7/21/21 15:10,-3.5,-5.3
JW__T6L5,HD643/GB879,Leaf,6,NaN,7/21/21 15:55,13.46,50.5
JW__T5L5,HD643/GB880,Leaf,5,NaN,7/21/21 15:50,14.06,58.5
JW__T4L5,HD643/GB881,Leaf,4,NaN,7/21/21 15:40,10.14,44.4
JW__T3L5,HD643/GB882,Leaf,3,NaN,7/21/21 15:30,13.31,55.6
JW__T2L5,HD643/GB883,Leaf,2,NaN,7/21/21 15:20,11.45,38.7
JW__T1L5,HD643/GB884,Leaf,1,NaN,7/21/21 15:10,10.55,21.8
JW__T6P4,HD643/GB885,Petiole,6,NaN,7/18/21 16:15,9.43,19.7
JW__T5P4,HD643/GB886,Petiole,5,NaN,7/18/21 16:10,9.92,11.3
JW__T4P4,HD643/GB887,Petiole,4,NaN,7/18/21 16:05,10.75,19
JW__T3P4,HD643/GB888,Petiole,3,NaN,7/18/21 15:55,18.58,34.6
JW__T2P4,HD643/GB889,Petiole,2,NaN,7/18/21 15:50,9.89,31.5
JW__T1P4,HD643/GB890,Petiole,1,NaN,7/18/21 15:40,-0.18,-14.9
JW__T6L4,HD643/GB891,Leaf,6,NaN,7/18/21 16:15,22.28,53
JW__T5L4,HD643/GB892,Leaf,5,NaN,7/18/21 16:10,16.7,34.3
JW__T4L4,HD643/GB893,Leaf,4,NaN,7/18/21 16:05,19.85,44
JW__T3L4,HD643/GB894,Leaf,3,NaN,7/18/21 15:55,15.61,31.2
JW__T2L4,HD643/GB895,Leaf,2,NaN,7/18/21 15:50,17.64,45.6
JW__T1L4,HD643/GB896,Leaf,1,NaN,7/18/21 15:40,14.1,14.7
JW__T6P3,HD643/GB897,Petiole,6,NaN,7/14/21 15:20,6.54,35.1
JW__T4P3,HD643/GB898,Petiole,4,NaN,7/18/21 16:05,7.87,18.9
JW__T4B0704,HD643/GB899,Transpiration,4,NaN,7/4/21 0:00,-1.63,-26.7
JW__T5B0705,HD643/GB900,Transpiration,5,NaN,7/5/21 0:00,-5.32,-41.5
JW__T10A,LGR22-5_JWB,Trial_Soil_A,11,0,6/9/22 12:00,-10.61712261,217.5297842
JW__T110A,LGR22-5_JWB,Trial_Soil_A,11,10,6/9/22 12:00,-11.64493967,51.32133188
JW__T120A,LGR22-5_JWB,Trial_Soil_A,11,20,6/9/22 12:00,-12.57020021,40.10160272
JW__T130A,LGR22-5_JWB,Trial_Soil_A,11,30,6/9/22 12:00,-10.82128004,-52.83326284
JW__T140A,LGR22-5_JWB,Trial_Soil_A,11,40,6/9/22 12:00,-11.07426949,-83.80614882
JW__T150A,LGR22-5_JWB,Trial_Soil_A,11,50,6/9/22 12:00,-11.81135544,-79.68831277
JW__T160A,LGR22-5_JWB,Trial_Soil_A,11,60,6/9/22 12:00,-11.35413244,-76.29878805
JW__T20A,LGR22-5_JWB,Trial_Soil_A,12,0,6/9/22 12:00,-10.30030444,31.00652269
JW__T210A,LGR22-5_JWB,Trial_Soil_A,12,10,6/9/22 12:00,-9.162688701,-81.33950167
JW__T220A,LGR22-5_JWB,Trial_Soil_A,12,20,6/9/22 12:00,-10.47939812,-37.91492133
JW__T230A,LGR22-5_JWB,Trial_Soil_A,12,30,6/9/22 12:00,-12.16910018,178.040597
JW__T240A,LGR22-5_JWB,Trial_Soil_A,12,40,6/9/22 12:00,-12.03067097,120.4158357
JW__T250A,LGR22-5_JWB,Trial_Soil_A,12,50,6/9/22 12:00,-11.28181502,-17.36756967
JW__T260A,LGR22-5_JWB,Trial_Soil_A,12,60,6/9/22 12:00,-10.31018611,-82.34945765
JW__T10B,LGR22-5_JWB,Trial_Soil_B,11,0,6/9/22 12:00,-7.01761477,156.4048172
JW__T10C,LGR22-5_JWB,Trial_Soil_C,11,0,6/9/22 12:00,-6.465698766,167.1982185
JW__T20B,LGR22-5_JWB,Trial_Soil_B,12,0,6/9/22 12:00,-7.825442668,-60.43061337
JW__T20C,LGR22-5_JWB,Trial_Soil_C,12,0,6/9/22 12:00,-10.5955915,-63.46751331
JW__S210B,LGR21-6_JW,Trial_Soil_B,12,10,6/9/22 12:00,-9.752025951,-80.8470935
JW__S220B,LGR21-6_JW,Trial_Soil_B,12,20,6/9/22 12:00,-11.04428286,-24.45814161
JW__S230B,LGR21-6_JW,Trial_Soil_B,12,30,6/9/22 12:00,-13.42920898,114.8444549
JW__S240B,LGR21-6_JW,Trial_Soil_B,12,40,6/9/22 12:00,-11.3498009,-58.09143114
JW__S250B,LGR21-6_JW,Trial_Soil_B,12,50,6/9/22 12:00,-11.77486002,-43.04405808
JW__S260B,LGR21-6_JW,Trial_Soil_B,12,60,6/9/22 12:00,-11.61022465,-75.28872431
JW__S110B,LGR21-6_JW,Trial_Soil_B,11,10,6/9/22 12:00,-12.85044969,61.58239658
JW__S120B,LGR21-6_JW,Trial_Soil_B,11,20,6/9/22 12:00,-11.71802159,-33.75403129
JW__S130B,LGR21-6_JW,Trial_Soil_B,11,30,6/9/22 12:00,-13.04149762,-76.34139639
JW__S140B,LGR21-6_JW,Trial_Soil_B,11,40,6/9/22 12:00,-12.52998313,-82.49233584
JW__S150B,LGR21-6_JW,Trial_Soil_B,11,50,6/9/22 12:00,-12.7834693,-81.60126802
JW__S160B,LGR21-6_JW,Trial_Soil_B,11,60,6/9/22 12:00,-11.33017802,-83.14246722
JW__S210C,LGR21-6_JW,Trial_Soil_C,12,10,6/9/22 12:00,-17.38681956,-74.4643268
JW__S220C,LGR21-6_JW,Trial_Soil_C,12,20,6/9/22 12:00,-21.64142411,-32.49542149
JW__S230C,LGR21-6_JW,Trial_Soil_C,12,30,6/9/22 12:00,-14.32761019,38.38499548
JW__S240C,LGR21-6_JW,Trial_Soil_C,12,40,6/9/22 12:00,-16.58419104,-67.03767388
JW__S250C,LGR21-6_JW,Trial_Soil_C,12,50,6/9/22 12:00,-15.26444822,-68.91973417
JW__S260C,LGR21-6_JW,Trial_Soil_C,12,60,6/9/22 12:00,-13.43826189,-82.05994877
JW__S110C,LGR21-6_JW,Trial_Soil_C,11,10,6/9/22 12:00,-13.21812586,109.8878291
JW__S120C,LGR21-6_JW,Trial_Soil_C,11,20,6/9/22 12:00,-14.35108279,-24.27920812
JW__S130C,LGR21-6_JW,Trial_Soil_C,11,30,6/9/22 12:00,-14.35988698,-72.34307448
JW__S140C,LGR21-6_JW,Trial_Soil_C,11,40,6/9/22 12:00,-14.68088237,-79.19521385
JW__S150C,LGR21-6_JW,Trial_Soil_C,11,50,6/9/22 12:00,-10.89136025,-84.08334417
JW__S160C,LGR21-6_JW,Trial_Soil_C,11,60,6/9/22 12:00,-13.46706988,-81.80365306
JW__103,LGR21-6_JW,Trial_Transpiration,11,NaN,6/3/21 0:00,-5.476391318,-56.92915942
JW__203,LGR21-6_JW,Trial_Transpiration,12,NaN,6/3/21 0:00,-6.785992182,-58.83719007
JW__104,LGR21-6_JW,Trial_Transpiration,11,NaN,6/4/21 0:00,-5.431561449,-47.7145888
JW__204,LGR21-6_JW,Trial_Transpiration,12,NaN,6/4/21 0:00,-6.210437268,-55.16080033
JW__105,LGR21-6_JW,Trial_Transpiration,11,NaN,6/5/21 0:00,-2.13647428,-45.17440264
JW__205,LGR21-6_JW,Trial_Transpiration,12,NaN,6/5/21 0:00,-3.921299531,-52.96796783
JW__107,LGR21-6_JW,Trial_Transpiration,11,NaN,6/7/21 0:00,-3.923166134,-54.23647818
JW__207,LGR21-6_JW,Trial_Transpiration,12,NaN,6/7/21 0:00,-3.189649016,-53.08649805
JW__108,LGR21-6_JW,Trial_Transpiration,11,NaN,6/8/21 0:00,-3.687552753,-50.1153459
JW__208,LGR21-6_JW,Trial_Transpiration,12,NaN,6/8/21 0:00,-6.46445227,-57.31808523
JW__109,LGR21-6_JW,Trial_Transpiration,11,NaN,6/9/21 0:00,-4.492576714,17.18844432
JW__209,LGR21-6_JW,Trial_Transpiration,12,NaN,6/9/21 0:00,-5.143107261,-47.58086096
JW__110,LGR21-6_JW,Trial_Transpiration,11,NaN,6/10/21 0:00,-5.037441339,54.32116004
JW__210,LGR21-6_JW,Trial_Transpiration,12,NaN,6/10/21 0:00,-5.864880235,52.50402568
JW__111,LGR21-6_JW,Trial_Transpiration,11,NaN,6/11/21 0:00,-3.579211288,41.73439847
JW__211,LGR21-6_JW,Trial_Transpiration,12,NaN,6/11/21 0:00,-7.55631254,79.72334496
JW__112,LGR21-6_JW,Trial_Transpiration,11,NaN,6/12/21 0:00,-6.555698504,-4.637356334
JW__212,LGR21-6_JW,Trial_Transpiration,12,NaN,6/12/21 0:00,-7.327901157,69.8253078
JW__113,LGR21-6_JW,Trial_Transpiration,11,NaN,6/13/21 0:00,-4.922426708,-12.48048816
JW__213,LGR21-6_JW,Trial_Transpiration,12,NaN,6/13/21 0:00,-6.877222725,56.39371792
JW__114,LGR21-6_JW,Trial_Transpiration,11,NaN,6/14/21 0:00,-5.952922093,-22.587871
JW__214,LGR21-6_JW,Trial_Transpiration,12,NaN,6/14/21 0:00,-7.075208236,27.93177783
JW__115,LGR21-6_JW,Trial_Transpiration,11,NaN,6/15/21 0:00,-1.416007696,-14.35043546
JW__215,LGR21-6_JW,Trial_Transpiration,12,NaN,6/15/21 0:00,-6.30886981,16.74662474
JW__116,LGR21-6_JW,Trial_Transpiration,11,NaN,6/16/21 0:00,-1.308739587,-19.99740766
JW__216,LGR21-6_JW,Trial_Transpiration,12,NaN,6/16/21 0:00,-4.616364148,13.74863003
JW__118,LGR21-6_JW,Trial_Transpiration,11,NaN,6/18/21 0:00,1.013219459,-20.72869645
JW__218,LGR21-6_JW,Trial_Transpiration,12,NaN,6/18/21 0:00,-3.747828591,4.906470829
JW__119,LGR21-6_JW,Trial_Transpiration,11,NaN,6/19/21 0:00,-0.010338344,-19.01631575
JW__219,LGR21-6_JW,Trial_Transpiration,12,NaN,6/19/21 0:00,-5.621240224,-5.267461071
JW__121,LGR21-6_JW,Trial_Transpiration,11,NaN,6/21/21 0:00,-3.080482921,-24.99116385
JW__221,LGR21-6_JW,Trial_Transpiration,12,NaN,6/21/21 0:00,-5.531316071,-10.41125741
JW__122,LGR21-6_JW,Trial_Transpiration,11,NaN,6/22/21 0:00,-3.934069958,-31.41075449
JW__222,LGR21-6_JW,Trial_Transpiration,12,NaN,6/22/21 0:00,-7.907702419,-15.88617593
JW__123,LGR21-6_JW,Trial_Transpiration,11,NaN,6/23/21 0:00,-2.123625398,-24.8159447
JW__223,LGR21-6_JW,Trial_Transpiration,12,NaN,6/23/21 0:00,-5.330655017,-5.736672081
JW__T3601,HD650/GB818,Soil_Repeat,3,60,7/8/21 7:45,1.761065538,-4.2
JW__T1603,HD650/GB819,Soil_Repeat,1,60,7/14/21 6:30,-6.238156642,-85.6
JW__T2102,HD650/GB820,Soil_Repeat,2,10,7/11/21 7:00,21.61591539,-86.7
JW__T5V1,HD650/GB821,Plant_Repeat,5,NaN,7/8/21 16:10,6.039078638,57.7
JW__T3V3,HD650/GB822,Plant_Repeat,3,NaN,7/14/21 14:55,16.22455031,41.6
JW__T2501,HD650/GB823,Soil_Repeat,2,50,7/8/21 7:15,-0.520895613,-27.8
JW__T4003,HD650/GB824,Soil_Repeat,4,0,7/14/21 8:15,40.53977764,-34.5
JW__T4303,HD650/GB825,Soil_Repeat,4,30,7/14/21 8:15,3.113699499,155.8
JW__T2003,HD650/GB826,Soil_Repeat,2,0,7/14/21 7:00,59.26919503,-55.0
JW__T5104,HD650/GB827,Soil_Repeat,5,10,7/18/21 8:45,5.513197356,50.5
JW__T3202,HD650/GB828,Soil_Repeat,3,20,7/11/21 7:40,15.29203763,-3.3
JW__T6301,HD650/GB829,Soil_Repeat,6,30,7/8/21 9:30,-9.56272483,204.3
JW__T4104,HD650/GB830,Soil_Repeat,4,10,7/18/21 8:00,5.625975205,-33.8
JW__T2004,HD650/GB831,Soil_Repeat,2,0,7/18/21 7:00,-6.239285846,159.7
JW__T5204,HD650/GB832,Soil_Repeat,5,20,7/18/21 8:45,-5.289576711,18.4
JW__T4403,HD650/GB833,Soil_Repeat,4,40,7/14/21 8:15,0.437544552,127.5
JW__T5103,HD650/GB834,Soil_Repeat,5,10,7/14/21 8:45,38.69294767,-80.7
JW__T1001,HD650/GB835,Soil_Repeat,1,0,7/8/21 6:45,63.88344216,-66.1
JW__T6101,HD650/GB836,Soil_Repeat,6,10,7/8/21 9:30,73.90269362,-88.7
JW__T3401,HD650/GB837,Soil_Repeat,3,40,7/8/21 7:45,-3.015076991,212.3
JW__T1105,HD650/GB838,Soil_Repeat,1,10,7/21/21 7:00,-6.903543965,27.2
JW__T1V3,HD650/GB839,Plant_Repeat,1,NaN,7/14/21 14:30,-1.926643438,-41.7
JW__T2V4,HD650/GB840,Plant_Repeat,2,NaN,7/18/21 15:50,11.62113878,34.4
JW__T4V5,HD650/GB841,Plant_Repeat,4,NaN,7/21/21 15:40,-4.094755369,24.0
